,DEXJPUS,DEXUSEU,DEXCHUS,DEXUSUK,DTWEXBGS
2013-06-06,97.76,1.3248,6.1359,1.5601,92.809
2013-06-07,97.2,1.3242,6.1333,1.5558,92.6056
2013-06-10,98.88,1.3234,6.1333,1.5556,92.973
2013-06-11,96.82,1.3278,6.1333,1.5587,92.7996
2013-06-12,95.36,1.3354,6.1333,1.5697,92.4775
2013-06-13,94.29,1.3314,6.1341,1.5698,92.3449
2013-06-14,94.34,1.333,6.1306,1.5686,92.1886
2013-06-17,94.87,1.3341,6.1248,1.5709,92.3332
2013-06-18,95.2,1.3407,6.1283,1.5625,92.5432
2013-06-19,95.22,1.3404,6.1264,1.5657,92.4755
2013-06-20,98.18,1.3214,6.1277,1.5469,94.125
2013-06-21,97.48,1.3113,6.1328,1.5373,94.4243
2013-06-24,97.7,1.3091,6.1441,1.5404,94.5714
2013-06-25,97.87,1.308,6.1448,1.5418,94.3285
2013-06-26,97.43,1.3006,6.1468,1.5332,94.3807
2013-06-27,98.4,1.3016,6.1488,1.5235,94.2429
2013-06-28,99.21,1.301,6.1374,1.521,94.3047
2013-07-01,99.62,1.306,6.1325,1.5247,94.0998
2013-07-02,100.43,1.3017,6.1327,1.5171,94.4051
2013-07-03,99.82,1.3005,6.1301,1.5264,94.4767
2013-07-04,,,,,
2013-07-05,100.94,1.2831,6.1324,1.491,95.0639
2013-07-08,101.07,1.2863,6.1337,1.4932,94.9954
2013-07-09,101.08,1.2774,6.1293,1.4837,94.9467
2013-07-10,100.1,1.2846,6.1336,1.4935,94.7595
2013-07-11,98.8,1.3046,6.135,1.5127,93.949
2013-07-12,99.39,1.3048,6.1373,1.5108,94.0029
2013-07-15,100.04,1.3039,6.1373,1.5088,93.9729
2013-07-16,99.37,1.3144,6.1345,1.5122,93.5232
2013-07-17,99.7,1.3094,6.1351,1.5184,93.5498
2013-07-18,100.6,1.3078,6.1408,1.5193,93.681
2013-07-19,100.3,1.3142,6.1377,1.526,93.4759
2013-07-22,99.6,1.3193,6.1404,1.5366,93.2253
2013-07-23,99.76,1.3212,6.1369,1.5354,93.1631
2013-07-24,100.21,1.3228,6.1358,1.5367,93.3124
2013-07-25,99.56,1.3234,6.1346,1.5333,93.2862
2013-07-26,98.24,1.3269,6.1316,1.5368,93.1695
2013-07-29,97.8,1.3262,6.1323,1.5355,93.1663
2013-07-30,98.02,1.3266,6.1315,1.5244,93.3976
2013-07-31,98.35,1.3282,6.1284,1.5177,93.5703
2013-08-01,99.3,1.3217,6.1302,1.5145,93.7972
2013-08-02,99.04,1.3268,6.1293,1.5277,93.5789
2013-08-05,98.54,1.3257,6.1245,1.5347,93.507
2013-08-06,97.85,1.3296,6.1215,1.5367,93.3199
2013-08-07,96.72,1.3329,6.119,1.5514,93.2652
2013-08-08,96.03,1.3392,6.1207,1.5555,92.8483
2013-08-09,96.24,1.3338,6.1217,1.5507,92.8394
2013-08-12,96.44,1.3312,6.1218,1.5475,92.9178
2013-08-13,98.06,1.3247,6.1217,1.5451,93.476
2013-08-14,98.15,1.3256,6.1191,1.5531,93.382
2013-08-15,97.81,1.3263,6.1123,1.5573,93.5059
2013-08-16,97.6,1.3321,6.1145,1.5621,93.4255
2013-08-19,97.94,1.3348,6.1227,1.5665,93.6623
2013-08-20,97.12,1.3426,6.1241,1.5678,93.5536
2013-08-21,97.66,1.3368,6.1229,1.5678,94.0362
2013-08-22,98.53,1.3362,6.1206,1.558,94.2804
2013-08-23,98.57,1.3392,6.12,1.5578,93.9466
2013-08-26,98.64,1.3369,6.1202,1.5568,94.1853
2013-08-27,97.3,1.3387,6.1212,1.5528,94.3934
2013-08-28,97.65,1.3326,6.1202,1.552,94.4127
2013-08-29,98.46,1.3228,6.1203,1.5488,94.6398
2013-08-30,98.22,1.3196,6.1193,1.5468,94.7541
2013-09-02,,,,,
2013-09-03,99.43,1.3164,6.1204,1.5544,94.9574
2013-09-04,99.61,1.3212,6.1199,1.5643,94.5739
2013-09-05,100.08,1.312,6.1194,1.5593,94.8891
2013-09-06,99.04,1.3166,6.1202,1.5633,94.2487
2013-09-09,99.55,1.326,6.1209,1.5724,94.0009
2013-09-10,100.22,1.326,6.1195,1.5731,93.938
2013-09-11,100.08,1.3301,6.1183,1.5807,93.7112
2013-09-12,99.24,1.3315,6.1178,1.5819,93.5903
2013-09-13,99.38,1.3276,6.1186,1.5861,93.6666
2013-09-16,98.98,1.335,6.1198,1.5927,93.2875
2013-09-17,99.16,1.3357,6.1213,1.5901,93.2231
2013-09-18,99.04,1.3351,6.121,1.5965,93.2569
2013-09-19,99.33,1.3527,6.121,1.6043,92.4082
2013-09-20,99.38,1.3522,6.121,1.6021,92.6049
2013-09-23,98.76,1.352,6.1201,1.6066,92.613
2013-09-24,98.76,1.349,6.1208,1.6006,92.7691
2013-09-25,98.62,1.3536,6.119,1.608,92.7675
2013-09-26,98.95,1.3484,6.1194,1.6012,93.0096
2013-09-27,98.3,1.3537,6.1179,1.6135,92.9747
2013-09-30,98.29,1.3535,6.12,1.6179,92.9207
2013-10-01,98.05,1.3534,6.12,1.6208,92.9515
2013-10-02,97.36,1.3592,6.12,1.6224,92.772
2013-10-03,97.08,1.3642,6.12,1.6169,92.7461
2013-10-04,97.2,1.3582,6.12,1.6069,92.6469
2013-10-07,97.02,1.3569,6.12,1.6082,92.6725
2013-10-08,96.94,1.3582,6.1206,1.6089,92.7558
2013-10-09,97.23,1.3513,6.1209,1.5943,93.0829
2013-10-10,98.09,1.3535,6.1156,1.5975,92.8579
2013-10-11,98.42,1.3559,6.1204,1.5945,92.854
2013-10-14,,,,,
2013-10-15,98.58,1.3494,6.1026,1.5974,92.7642
2013-10-16,98.9,1.349,6.0996,1.5904,92.6819
2013-10-17,97.85,1.3664,6.098,1.6166,92.0246
2013-10-18,97.77,1.3693,6.0966,1.6184,91.9989
2013-10-21,98.14,1.3672,6.0924,1.6149,92.2498
2013-10-22,98.18,1.3778,6.0925,1.6221,91.9563
2013-10-23,97.28,1.3786,6.0833,1.6171,92.0947
2013-10-24,97.36,1.381,6.0815,1.6186,92.1867
2013-10-25,97.46,1.3794,6.0838,1.6158,92.1623
2013-10-28,97.7,1.3786,6.0853,1.6131,92.1872
2013-10-29,98.09,1.377,6.0897,1.6059,92.301
2013-10-30,98.14,1.3771,6.0936,1.6078,92.3057
2013-10-31,98.1,1.3594,6.0943,1.6068,92.731
2013-11-01,98.78,1.3488,6.0993,1.5922,93.155
2013-11-04,98.62,1.3516,6.098,1.595,92.9359
2013-11-05,98.6,1.347,6.0966,1.6044,93.2112
2013-11-06,98.6,1.353,6.0925,1.608,93.0943
2013-11-07,98.56,1.339,6.0906,1.6069,93.4003
2013-11-08,99.03,1.3357,6.0903,1.5995,93.6619
2013-11-11,,,,,
2013-11-12,99.65,1.3428,6.0917,1.5916,93.7651
2013-11-13,99.31,1.3456,6.0926,1.6033,93.4848
2013-11-14,99.93,1.3468,6.092,1.6077,93.4328
2013-11-15,100.17,1.348,6.092,1.6107,93.2854
2013-11-18,100.04,1.352,6.0918,1.611,92.9824
2013-11-19,100.14,1.3529,6.0924,1.611,93.0649
2013-11-20,100.02,1.3451,6.0925,1.615,93.2501
2013-11-21,100.95,1.347,6.0914,1.6155,93.5638
2013-11-22,101.29,1.3547,6.0935,1.6211,93.4198
2013-11-25,101.7,1.3502,6.0916,1.6146,93.5539
2013-11-26,101.38,1.3555,6.0925,1.6187,93.5226
2013-11-27,102.18,1.3563,6.0922,1.6267,93.6864
2013-11-28,,,,,
2013-11-29,102.45,1.3606,6.0922,1.6373,93.6291
2013-12-02,103.04,1.3552,6.0927,1.6365,93.8856
2013-12-03,102.36,1.3604,6.0914,1.6416,93.8251
2013-12-04,102.48,1.3555,6.0913,1.6352,93.8997
2013-12-05,101.82,1.3664,6.0903,1.6328,93.4954
2013-12-06,102.88,1.369,6.0815,1.6327,93.4045
2013-12-09,103.22,1.3726,6.0643,1.6403,93.1444
2013-12-10,102.8,1.3765,6.0705,1.6424,
2013-12-11,102.38,1.3798,6.0712,1.6389,93.0842
2013-12-12,103.11,1.3752,6.071,1.6326,93.4292
2013-12-13,103.28,1.3724,6.071,1.6294,93.3568
2013-12-16,102.91,1.3757,6.0713,1.6311,93.2175
2013-12-17,102.63,1.3748,6.0707,1.6254,93.302
2013-12-18,103.18,1.3766,6.0713,1.6388,93.4207
2013-12-19,104.16,1.3666,6.0711,1.6382,93.7368
2013-12-20,104.07,1.3673,6.0711,1.6355,93.7211
2013-12-23,104.06,1.3701,6.0697,1.6356,93.572
2013-12-24,104.26,1.3676,6.0712,1.6371,93.6734
2013-12-25,,,,,
2013-12-26,104.72,1.369,6.0744,1.6425,93.766
2013-12-27,105.05,1.3766,6.0684,1.6491,93.7018
2013-12-30,105.0,1.3816,6.0617,1.6522,93.4866
2013-12-31,105.25,1.3779,6.0537,1.6574,93.5576
2014-01-01,,,,,
2014-01-02,104.84,1.367,6.0504,1.6441,93.8192
2014-01-03,104.46,1.3606,6.0505,1.6424,93.853
2014-01-06,104.38,1.3636,6.0524,1.6412,93.9109
2014-01-07,104.54,1.3618,6.0507,1.6421,94.0398
2014-01-08,104.87,1.3586,6.051,1.6461,94.2181
2014-01-09,104.74,1.3591,6.054,1.6459,94.3299
2014-01-10,104.06,1.3664,6.0519,1.647,94.0045
2014-01-13,103.31,1.3647,6.0432,1.6379,93.899
2014-01-14,103.8,1.3682,6.0402,1.645,94.0303
2014-01-15,104.42,1.3604,6.0459,1.6375,94.341
2014-01-16,104.32,1.36,6.0555,1.6335,94.5507
2014-01-17,104.32,1.3554,6.05,1.6429,94.5846
2014-01-20,,,,,
2014-01-21,104.14,1.356,6.0503,1.6469,94.679
2014-01-22,104.36,1.3546,6.0508,1.6571,94.8479
2014-01-23,103.65,1.368,6.0515,1.6612,94.8415
2014-01-24,102.41,1.368,6.0486,1.6491,94.8555
2014-01-27,102.26,1.3679,6.0478,1.6588,94.9059
2014-01-28,102.8,1.3662,6.0506,1.6581,94.88
2014-01-29,102.2,1.3663,6.0554,1.6561,94.8621
2014-01-30,102.83,1.3549,6.06,1.6487,95.1294
2014-01-31,102.28,1.35,6.059,1.645,95.1774
2014-02-03,101.11,1.3523,6.06,1.6307,95.2469
2014-02-04,101.62,1.3507,6.06,1.63,95.0438
2014-02-05,101.38,1.3519,6.06,1.6308,95.0285
2014-02-06,101.84,1.3604,6.06,1.6345,94.7177
2014-02-07,102.32,1.3614,6.0629,1.6395,94.7457
2014-02-10,102.14,1.3644,6.0591,1.6419,94.7189
2014-02-11,102.63,1.3654,6.0601,1.6468,94.6377
2014-02-12,102.48,1.3592,6.0614,1.6578,94.6209
2014-02-13,102.2,1.3669,6.0631,1.6643,
2014-02-14,101.82,1.369,6.0666,1.6736,94.2711
2014-02-17,,,,,
2014-02-18,102.31,1.3758,6.0671,1.6696,94.1934
2014-02-19,102.3,1.3762,6.0762,1.6718,94.38
2014-02-20,102.32,1.369,6.0832,1.664,94.6571
2014-02-21,102.71,1.3722,6.0912,1.663,
2014-02-24,102.44,1.3744,6.0982,1.6641,94.4042
2014-02-25,102.2,1.3749,6.1243,1.6696,94.4735
2014-02-26,102.36,1.3668,6.1243,1.6648,94.7754
2014-02-27,102.12,1.3724,6.1279,1.6693,94.6722
2014-02-28,102.08,1.3806,6.1448,1.675,94.3879
2014-03-03,101.36,1.3763,6.146,1.6712,
2014-03-04,102.18,1.3731,6.143,1.6665,94.6568
2014-03-05,102.32,1.3734,6.128,1.6729,94.4679
2014-03-06,103.03,1.3848,6.1183,1.6743,93.9858
2014-03-07,103.38,1.3868,6.1258,1.6725,94.2532
2014-03-10,103.23,1.388,6.1383,1.6633,94.3731
2014-03-11,103.18,1.3867,6.1397,1.6628,94.387
2014-03-12,102.74,1.3904,6.1448,1.6605,94.462
2014-03-13,102.12,1.3927,6.1359,1.6677,94.1872
2014-03-14,101.46,1.3924,6.15,1.663,94.243
2014-03-17,101.62,1.3927,6.1779,1.6645,
2014-03-18,101.37,1.3913,6.1918,1.6574,94.2631
2014-03-19,101.54,1.391,6.1934,1.6629,94.3752
2014-03-20,102.39,1.3784,6.2273,1.6511,94.9986
2014-03-21,102.38,1.3783,6.2248,1.6498,94.8547
2014-03-24,102.21,1.3784,6.1956,1.6491,94.759
2014-03-25,102.32,1.3777,6.201,1.6507,94.6379
2014-03-26,102.3,1.3786,6.2084,1.6566,94.5281
2014-03-27,102.1,1.3752,6.2123,1.6627,94.3315
2014-03-28,102.92,1.3753,6.2117,1.6637,94.3683
2014-03-31,102.98,1.3777,6.2164,1.6675,94.2432
2014-04-01,103.52,1.3804,6.2064,1.6639,94.1244
2014-04-02,103.82,1.3761,6.2054,1.6634,94.3103
2014-04-03,103.94,1.3708,6.2102,1.6583,94.512
2014-04-04,103.39,1.3704,6.2118,1.6594,94.2191
2014-04-07,103.04,1.3745,6.2118,1.6616,94.0881
2014-04-08,102.12,1.3802,6.1966,1.6743,93.6579
2014-04-09,101.85,1.3816,6.2003,1.6751,93.6716
2014-04-10,101.43,1.3892,6.2123,1.6781,93.5123
2014-04-11,101.56,1.3898,6.2111,1.6736,93.6395
2014-04-14,101.81,1.3824,6.2186,1.6741,93.8046
2014-04-15,101.6,1.3806,6.2215,1.6725,93.9486
2014-04-16,102.3,1.382,6.2204,1.6794,93.9461
2014-04-17,102.22,1.3832,6.2188,1.6809,93.8936
2014-04-18,102.43,1.3816,6.224,1.6792,93.9629
2014-04-21,102.56,1.379,6.2269,1.6792,94.0337
2014-04-22,102.6,1.3804,6.2373,1.6833,94.0802
2014-04-23,102.26,1.3814,6.2374,1.6768,94.149
2014-04-24,102.34,1.3828,6.2484,1.6797,94.1294
2014-04-25,102.12,1.3838,6.2534,1.681,94.1623
2014-04-28,102.46,1.3844,6.252,1.6812,94.1374
2014-04-29,102.57,1.3808,6.2578,1.6829,94.0295
2014-04-30,102.14,1.387,6.2591,1.6883,93.8896
2014-05-01,102.3,1.3867,6.2591,1.69,93.8707
2014-05-02,102.34,1.3864,6.2591,1.6865,93.8182
2014-05-05,102.06,1.3884,6.2453,1.687,93.7334
2014-05-06,101.57,1.3924,6.2255,1.6976,93.4324
2014-05-07,101.72,1.3917,6.2349,1.6964,93.4337
2014-05-08,101.66,1.3864,6.2272,1.6944,93.3686
2014-05-09,101.74,1.3763,6.227,1.6849,93.6614
2014-05-12,102.1,1.376,6.2364,1.6871,93.6537
2014-05-13,102.2,1.3711,6.2283,1.6838,93.6755
2014-05-14,101.75,1.3718,6.2282,1.6784,93.5968
2014-05-15,101.44,1.3712,6.2291,1.6791,93.7065
2014-05-16,101.5,1.3708,6.2327,1.6827,93.6073
2014-05-19,101.26,1.3716,6.2368,1.6822,93.502
2014-05-20,101.26,1.3702,6.2377,1.6847,93.6699
2014-05-21,101.44,1.3657,6.2335,1.6869,93.7629
2014-05-22,101.76,1.3652,6.2348,1.6859,93.6944
2014-05-23,101.88,1.3628,6.2363,1.6822,93.7042
2014-05-26,,,,,
2014-05-27,102.14,1.3618,6.2471,1.68,93.8418
2014-05-28,101.78,1.3596,6.2535,1.6709,93.8793
2014-05-29,101.58,1.3608,6.2375,1.6719,93.6973
2014-05-30,101.77,1.364,6.2471,1.6764,93.7606
2014-06-02,102.3,1.3606,6.2471,1.6756,94.0006
2014-06-03,102.42,1.3624,6.2536,1.6753,94.0536
2014-06-04,102.69,1.3619,6.2494,1.6747,94.1239
2014-06-05,102.44,1.3618,6.2548,1.6796,93.9732
2014-06-06,102.5,1.3639,6.2498,1.6794,93.9069
2014-06-09,102.52,1.3589,6.2397,1.6798,93.9628
2014-06-10,102.37,1.3543,6.224,1.6753,94.0638
2014-06-11,101.94,1.3532,6.2277,1.6795,93.9744
2014-06-12,101.83,1.3556,6.2175,1.6853,93.8155
2014-06-13,102.06,1.3522,6.209,1.6953,93.9168
2014-06-16,101.82,1.3578,6.225,1.6988,93.8639
2014-06-17,102.18,1.3543,6.2263,1.6965,94.0829
2014-06-18,102.16,1.3567,6.2309,1.6951,94.0525
2014-06-19,101.84,1.362,6.2287,1.7046,93.752
2014-06-20,102.14,1.3586,6.224,1.7014,93.7591
2014-06-23,101.9,1.3593,6.225,1.701,93.628
2014-06-24,102.13,1.3588,6.2308,1.6971,93.7093
2014-06-25,101.75,1.3638,6.2343,1.6986,93.5851
2014-06-26,101.66,1.361,6.2235,1.7018,93.5471
2014-06-27,101.39,1.3631,6.218,1.7016,93.3983
2014-06-30,101.28,1.369,6.2036,1.7105,93.2058
2014-07-01,101.51,1.3681,6.1995,1.7147,93.1365
2014-07-02,101.76,1.3656,6.2101,1.7165,93.2478
2014-07-03,102.19,1.361,6.2115,1.7152,93.3149
2014-07-04,,,,,
2014-07-07,101.84,1.3604,6.2036,1.7128,93.3803
2014-07-08,101.53,1.3614,6.201,1.7127,93.323
2014-07-09,101.7,1.363,6.1994,1.713,93.228
2014-07-10,101.26,1.36,6.2023,1.7122,93.3152
2014-07-11,101.33,1.3598,6.2034,1.7108,93.4171
2014-07-14,101.58,1.362,6.2059,1.7079,93.4101
2014-07-15,101.62,1.3573,6.2075,1.7149,93.5796
2014-07-16,101.69,1.353,6.2035,1.7131,93.5991
2014-07-17,101.3,1.353,6.2033,1.7104,93.6586
2014-07-18,101.37,1.3515,6.2075,1.7069,93.6608
2014-07-21,101.34,1.3524,6.2088,1.7067,93.6069
2014-07-22,101.54,1.347,6.2025,1.7058,93.6306
2014-07-23,101.5,1.3462,6.1982,1.7036,93.5951
2014-07-24,101.82,1.3468,6.1944,1.6981,93.6836
2014-07-25,101.81,1.3431,6.1913,1.6972,93.8294
2014-07-28,101.82,1.344,6.187,1.6991,93.83
2014-07-29,102.12,1.341,6.18,1.6939,94.0443
2014-07-30,102.9,1.3378,6.1712,1.6903,94.3473
2014-07-31,102.75,1.339,6.1737,1.6889,94.4467
2014-08-01,102.45,1.3436,6.1793,1.6832,94.4754
2014-08-04,102.47,1.3414,6.178,1.6841,94.448
2014-08-05,102.77,1.3366,6.1705,1.6874,94.6754
2014-08-06,102.34,1.3355,6.1625,1.6833,94.6092
2014-08-07,102.06,1.3362,6.1618,1.6849,94.6364
2014-08-08,101.91,1.3412,6.1557,1.6778,94.6027
2014-08-11,102.14,1.3385,6.1528,1.6787,94.4767
2014-08-12,102.22,1.3357,6.1575,1.6806,94.5211
2014-08-13,102.48,1.3367,6.1531,1.6696,94.4681
2014-08-14,102.44,1.3376,6.1575,1.6694,94.3508
2014-08-15,102.19,1.3392,6.147,1.6686,94.2941
2014-08-18,102.54,1.3358,6.1425,1.672,94.2519
2014-08-19,102.86,1.332,6.1425,1.662,94.4356
2014-08-20,103.36,1.3284,6.1395,1.6633,94.5937
2014-08-21,103.78,1.3284,6.151,1.6589,94.673
2014-08-22,103.97,1.3237,6.151,1.6574,94.8012
2014-08-25,103.96,1.3206,6.154,1.6585,94.9159
2014-08-26,104.12,1.3189,6.1522,1.657,94.8617
2014-08-27,103.98,1.3192,6.143,1.6573,94.6863
2014-08-28,103.78,1.3178,6.1423,1.6579,94.6947
2014-08-29,104.0,1.315,6.143,1.6585,94.7251
2014-09-01,,,,,
2014-09-02,105.1,1.3124,6.148,1.6502,95.063
2014-09-03,104.88,1.3136,6.1408,1.6451,94.8709
2014-09-04,105.22,1.2926,6.1383,1.6349,95.2641
2014-09-05,104.94,1.2956,6.14,1.6312,95.2203
2014-09-08,105.65,1.2948,6.14,1.6141,95.4167
2014-09-09,106.32,1.2909,6.1362,1.6088,95.8811
2014-09-10,106.76,1.2908,6.1284,1.6134,95.8641
2014-09-11,106.87,1.2936,6.1295,1.6225,95.9184
2014-09-12,107.24,1.2955,6.1344,1.6243,96.0748
2014-09-15,107.18,1.2951,6.1415,1.6243,96.1195
2014-09-16,106.91,1.2976,6.1459,1.629,95.8483
2014-09-17,107.58,1.2958,6.1385,1.6329,95.9106
2014-09-18,108.69,1.2913,6.14,1.6372,96.1284
2014-09-19,108.96,1.2835,6.1403,1.6314,96.3417
2014-09-22,108.88,1.2829,6.14,1.634,96.4625
2014-09-23,108.82,1.2858,6.1368,1.637,96.5112
2014-09-24,108.92,1.2788,6.1346,1.6344,96.6574
2014-09-25,108.7,1.2748,6.1355,1.6313,96.8988
2014-09-26,109.32,1.2686,6.1266,1.6254,97.208
2014-09-29,109.34,1.2703,6.1495,1.6262,97.3523
2014-09-30,109.66,1.2628,6.138,1.622,97.5261
2014-10-01,109.3,1.2618,6.138,1.6216,97.5387
2014-10-02,108.1,1.267,6.138,1.614,97.3062
2014-10-03,109.7,1.2517,6.1385,1.5962,97.9846
2014-10-06,109.08,1.2592,6.1385,1.6029,97.5513
2014-10-07,108.3,1.2626,6.1385,1.6072,97.4459
2014-10-08,108.41,1.2683,6.1385,1.6068,97.4945
2014-10-09,108.0,1.2683,6.1299,1.6123,97.1711
2014-10-10,107.83,1.2636,6.1308,1.6049,97.4144
2014-10-13,,,,,
2014-10-14,107.15,1.266,6.125,1.593,97.3943
2014-10-15,106.06,1.2778,6.1249,1.5959,97.3532
2014-10-16,105.98,1.2812,6.123,1.6065,97.2869
2014-10-17,106.72,1.2755,6.1238,1.6086,97.3067
2014-10-20,106.87,1.2783,6.1233,1.6137,97.2874
2014-10-21,106.7,1.2724,6.1205,1.6134,97.2488
2014-10-22,107.32,1.2658,6.118,1.607,97.459
2014-10-23,108.16,1.2658,6.119,1.6037,97.6047
2014-10-24,108.06,1.2675,6.1168,1.6098,97.4772
2014-10-27,107.71,1.2712,6.116,1.6133,97.5423
2014-10-28,108.0,1.2747,6.113,1.6157,97.2173
2014-10-29,108.1,1.2762,6.1107,1.6149,97.0145
2014-10-30,108.94,1.2622,6.114,1.6023,97.456
2014-10-31,112.09,1.253,6.1124,1.5999,98.1163
2014-11-03,113.92,1.2487,6.1178,1.5986,98.5336
2014-11-04,113.44,1.2554,6.115,1.5991,98.5576
2014-11-05,114.62,1.2488,6.1135,1.5984,98.8086
2014-11-06,114.87,1.2414,6.1117,1.5862,99.1325
2014-11-07,114.73,1.2422,6.1225,1.5844,99.0236
2014-11-10,114.78,1.2425,6.119,1.5857,98.9305
2014-11-11,,,,,
2014-11-12,115.42,1.2456,6.1257,1.5815,98.8897
2014-11-13,115.63,1.2476,6.1243,1.5717,99.1045
2014-11-14,116.52,1.2494,6.129,1.5657,99.0917
2014-11-17,116.44,1.2447,6.1242,1.5645,99.2188
2014-11-18,116.76,1.2534,6.1208,1.5648,99.0185
2014-11-19,117.7,1.2548,6.119,1.567,99.2424
2014-11-20,118.14,1.2526,6.123,1.5683,99.2554
2014-11-21,117.74,1.2394,6.1244,1.5672,99.2894
2014-11-24,118.39,1.2427,6.1412,1.5701,99.4227
2014-11-25,117.99,1.2472,6.1355,1.5714,99.2837
2014-11-26,117.6,1.2503,6.1386,1.5787,99.1893
2014-11-27,,,,,
2014-11-28,118.7,1.2438,6.1429,1.5638,100.0719
2014-12-01,118.14,1.249,6.1515,1.5743,99.8964
2014-12-02,119.1,1.239,6.149,1.5651,100.4478
2014-12-03,119.82,1.2304,6.1499,1.57,100.5696
2014-12-04,119.67,1.2432,6.1541,1.5707,100.3931
2014-12-05,121.38,1.2304,6.1497,1.56,101.0989
2014-12-08,120.89,1.2292,6.1725,1.5625,101.31
2014-12-09,118.87,1.2415,6.1855,1.5694,100.8095
2014-12-10,118.5,1.2425,6.1763,1.5689,101.0212
2014-12-11,119.4,1.2397,6.1881,1.5712,101.4448
2014-12-12,118.22,1.2484,6.1864,1.5728,101.3735
2014-12-15,117.75,1.247,6.19,1.5663,101.674
2014-12-16,117.28,1.2504,6.189,1.5736,101.526
2014-12-17,117.64,1.2406,6.1957,1.5652,101.5527
2014-12-18,118.84,1.2291,6.2139,1.5662,101.7531
2014-12-19,119.56,1.2235,6.2196,1.5609,102.0483
2014-12-22,119.84,1.2252,6.2213,1.5618,101.9942
2014-12-23,120.68,1.218,6.2256,1.5517,102.348
2014-12-24,120.45,1.2188,6.2148,1.5549,102.3028
2014-12-25,,,,,
2014-12-26,,,,,
2014-12-29,120.57,1.2179,6.2222,1.5524,102.3767
2014-12-30,119.34,1.2174,6.2015,1.5573,102.1019
2014-12-31,119.85,1.2101,6.2046,1.5578,102.2843
2015-01-01,,,,,
2015-01-02,120.2,1.2015,6.2046,1.5361,102.9027
2015-01-05,119.64,1.1918,6.2201,1.5234,103.4976
2015-01-06,118.26,1.1936,6.2125,1.5174,103.2938
2015-01-07,119.52,1.182,6.2127,1.5073,103.6316
2015-01-08,119.51,1.1811,6.2143,1.5118,103.2799
2015-01-09,118.66,1.183,6.2085,1.5151,103.1213
2015-01-12,118.32,1.1832,6.2027,1.5168,103.2372
2015-01-13,118.16,1.1779,6.197,1.5166,103.27
2015-01-14,116.78,1.1806,6.1957,1.5234,103.0903
2015-01-15,116.95,1.1598,6.187,1.5161,103.0829
2015-01-16,117.45,1.1517,6.2065,1.5132,103.2189
2015-01-19,,,,,
2015-01-20,118.48,1.1559,6.2137,1.5162,103.5233
2015-01-21,117.86,1.1584,6.2112,1.5118,103.7858
2015-01-22,117.92,1.1414,6.2085,1.5052,103.9271
2015-01-23,117.8,1.1279,6.2279,1.5022,104.3676
2015-01-26,118.38,1.129,6.2535,1.5088,104.4818
2015-01-27,117.62,1.137,6.243,1.5196,104.1646
2015-01-28,117.74,1.1342,6.2475,1.5165,104.4737
2015-01-29,118.31,1.1308,6.2463,1.5043,105.2763
2015-01-30,117.44,1.129,6.2495,1.5026,105.5884
2015-02-02,117.33,1.1337,6.2594,1.5027,105.2058
2015-02-03,117.48,1.1462,6.2573,1.5129,104.6063
2015-02-04,117.58,1.1418,6.2472,1.5209,104.785
2015-02-05,117.4,1.1432,6.2516,1.5293,104.4915
2015-02-06,119.16,1.133,6.2417,1.5247,105.1283
2015-02-09,118.7,1.1316,6.2467,1.5217,104.9889
2015-02-10,119.32,1.1316,6.2405,1.5252,105.2897
2015-02-11,120.38,1.13,6.2422,1.5232,105.7901
2015-02-12,118.72,1.141,6.244,1.538,104.9385
2015-02-13,118.7,1.1408,6.2399,1.5394,104.8452
2015-02-16,,,,,
2015-02-17,118.99,1.1395,6.2546,1.5349,
2015-02-18,119.19,1.1342,6.2546,1.543,105.2514
2015-02-19,118.84,1.1392,6.2546,1.5451,105.1407
2015-02-20,118.68,1.1372,6.2546,1.5385,105.3387
2015-02-23,118.88,1.1346,6.2546,1.5465,105.5359
2015-02-24,119.13,1.1307,6.2546,1.5434,105.5472
2015-02-25,118.88,1.1363,6.2591,1.5499,105.0503
2015-02-26,119.36,1.1212,6.2584,1.5424,105.5021
2015-02-27,119.72,1.1197,6.2695,1.5439,105.5981
2015-03-02,120.06,1.119,6.272,1.5371,105.8151
2015-03-03,119.47,1.1212,6.2741,1.5391,105.5562
2015-03-04,119.76,1.107,6.2701,1.5266,106.1333
2015-03-05,120.22,1.1006,6.2658,1.5229,
2015-03-06,120.93,1.0855,6.262,1.5063,107.4337
2015-03-09,121.17,1.0846,6.2635,1.5097,107.5199
2015-03-10,121.2,1.0707,6.2615,1.5086,108.1165
2015-03-11,121.5,1.0576,6.2613,1.4945,108.5235
2015-03-12,121.28,1.0615,6.2614,1.4907,108.1741
2015-03-13,121.17,1.0524,6.2585,1.4755,108.9174
2015-03-16,121.3,1.0575,6.262,1.48,108.6422
2015-03-17,121.28,1.0605,6.249,1.4744,108.5805
2015-03-18,120.92,1.0643,6.2289,1.4686,108.408
2015-03-19,120.9,1.0621,6.1955,1.4729,108.1826
2015-03-20,120.28,1.0792,6.2037,1.4923,107.1671
2015-03-23,119.74,1.0928,6.2135,1.4936,106.5022
2015-03-24,119.9,1.0908,6.2046,1.487,106.4401
2015-03-25,119.37,1.0986,6.2116,1.4915,106.2636
2015-03-26,119.01,1.0919,6.2103,1.4844,106.5582
