,DEXJPUS,DEXUSEU,DEXCHUS,DEXUSUK,DTWEXBGS
2007-08-31,115.83,1.3641,7.5462,2.0165,93.6674
2007-09-03,115.83,1.3641,7.5462,2.0165,93.6691
2007-09-04,116.21,1.3606,7.551,2.0109,93.6433
2007-09-05,115.15,1.3669,7.554,2.0221,93.5453
2007-09-06,115.33,1.3697,7.533,2.0242,93.4468
2007-09-07,113.57,1.3772,7.537,2.0283,93.2939
2007-09-10,113.43,1.3794,7.5235,2.0288,93.2349
2007-09-11,113.97,1.3837,7.522,2.0319,92.9244
2007-09-12,114.24,1.3904,7.521,2.0314,92.6386
2007-09-13,115.37,1.3885,7.511,2.0278,92.6172
2007-09-14,115.31,1.3848,7.517,2.0067,92.7083
2007-09-17,114.93,1.386,7.519,1.992,92.823
2007-09-18,115.75,1.3869,7.522,1.9973,92.6584
2007-09-19,116.21,1.395,7.5135,1.9983,92.1534
2007-09-20,114.18,1.4092,7.5055,2.0132,91.4212
2007-09-21,115.6,1.4076,7.5,2.0208,91.4854
2007-09-24,114.92,1.4086,7.5075,2.0222,91.4017
2007-09-25,114.48,1.4128,7.514,2.0169,91.3392
2007-09-26,115.66,1.4126,7.516,2.0159,91.4335
2007-09-27,115.76,1.4138,7.5135,2.0235,91.3497
2007-09-28,114.97,1.4219,7.4928,2.0389,90.9446
2007-10-01,115.91,1.4229,7.5158,2.0436,90.8801
2007-10-02,115.83,1.4163,7.5093,2.0417,91.12
2007-10-03,116.74,1.4135,7.5,2.0369,91.1038
2007-10-04,116.59,1.4128,7.5098,2.0392,91.1632
2007-10-05,116.83,1.4154,7.5098,2.0436,90.7393
2007-10-08,116.83,1.4154,7.5098,2.0436,90.748
2007-10-09,116.98,1.4092,7.5095,2.0331,90.8609
2007-10-10,117.17,1.4157,7.5075,2.0432,90.7154
2007-10-11,117.71,1.4228,7.508,2.0342,90.4901
2007-10-12,117.5,1.4168,7.509,2.034,90.5945
2007-10-15,117.37,1.4216,7.513,2.0419,90.5387
2007-10-16,116.61,1.4165,7.5116,2.0327,90.7123
2007-10-17,116.62,1.4208,7.5156,2.0387,90.515
2007-10-18,115.64,1.4291,7.5148,2.0457,90.3084
2007-10-19,115.15,1.4263,7.508,2.0484,90.1014
2007-10-22,114.07,1.4138,7.5075,2.0279,90.6777
2007-10-23,114.65,1.4248,7.502,2.0495,90.1899
2007-10-24,113.94,1.4237,7.4925,2.0491,90.2262
2007-10-25,114.09,1.4299,7.48,2.0485,89.9925
2007-10-26,114.01,1.439,7.4976,2.0514,89.6508
2007-10-29,114.69,1.4405,7.4728,2.0609,89.4118
2007-10-30,114.72,1.4424,7.472,2.0671,89.3252
2007-10-31,115.27,1.4468,7.4682,2.0777,89.1389
2007-11-01,114.87,1.4435,7.4582,2.0818,89.1628
2007-11-02,114.74,1.4481,7.458,2.082,88.8924
2007-11-05,114.54,1.4469,7.455,2.0799,88.8851
2007-11-06,114.51,1.4555,7.4515,2.0859,88.4938
2007-11-07,113.29,1.4667,7.442,2.1045,88.0631
2007-11-08,112.66,1.4691,7.4211,2.1104,88.2631
2007-11-09,110.9,1.4665,7.419,2.0911,88.4615
2007-11-12,,,,,88.465
2007-11-13,110.31,1.4598,7.4279,2.0729,89.1016
2007-11-14,111.38,1.467,7.425,2.0586,88.9671
2007-11-15,110.78,1.4639,7.425,2.0483,89.4413
2007-11-16,111.05,1.4652,7.425,2.048,89.3182
2007-11-19,110.05,1.4658,7.4313,2.0478,89.5262
2007-11-20,110.05,1.4787,7.4225,2.0652,89.2622
2007-11-21,108.54,1.4829,7.416,2.0585,89.3352
2007-11-22,108.54,1.4829,7.416,2.0585,89.3269
2007-11-23,108.17,1.4825,7.4079,2.0564,89.2384
2007-11-26,108.17,1.4862,7.397,2.0681,89.145
2007-11-27,108.64,1.4817,7.3865,2.0653,89.4082
2007-11-28,110.38,1.475,7.3905,2.0688,89.4195
2007-11-29,109.94,1.4766,7.38,2.0642,89.3681
2007-11-30,111.02,1.4688,7.385,2.0567,89.6212
2007-12-03,110.44,1.4657,7.401,2.0658,89.6403
2007-12-04,109.68,1.4759,7.405,2.0577,89.6672
2007-12-05,110.85,1.4666,7.39,2.0288,89.8751
2007-12-06,111.05,1.4638,7.412,2.0289,89.9268
2007-12-07,111.72,1.4664,7.407,2.0289,89.74
2007-12-10,111.6,1.4714,7.39,2.0457,89.6811
2007-12-11,111.77,1.4702,7.379,2.0387,89.7176
2007-12-12,112.36,1.4702,7.374,2.0494,89.7349
2007-12-13,112.26,1.4591,7.37,2.0395,90.1374
2007-12-14,113.35,1.4433,7.375,2.0197,90.4345
2007-12-17,113.2,1.4369,7.3805,2.0168,90.5363
2007-12-18,113.17,1.4392,7.3741,2.014,90.5602
2007-12-19,113.44,1.4344,7.3718,1.9931,90.6147
2007-12-20,112.97,1.4353,7.3669,1.9821,90.4695
2007-12-21,113.95,1.4361,7.368,1.9833,90.3672
2007-12-24,114.45,1.4409,7.3475,1.9774,90.1788
2007-12-25,,,,,90.1786
2007-12-26,114.08,1.45,7.345,1.9833,89.9226
2007-12-27,114.0,1.4601,7.3079,1.9907,89.684
2007-12-28,112.93,1.4718,7.304,1.9929,89.4069
2007-12-31,111.71,1.4603,7.2946,1.9843,89.6304
2008-01-01,,,,,89.6297
2008-01-02,109.7,1.4738,7.2946,1.9824,89.3514
2008-01-03,109.58,1.4736,7.2755,1.9733,89.231
2008-01-04,108.38,1.4786,7.2695,1.9757,89.2467
2008-01-07,109.1,1.4684,7.2705,1.9703,89.5718
2008-01-08,109.29,1.4717,7.267,1.9731,89.3398
2008-01-09,109.4,1.4663,7.2625,1.9564,89.6807
2008-01-10,109.38,1.474,7.27,1.9565,89.6226
2008-01-11,109.11,1.4787,7.2615,1.9592,89.5215
2008-01-14,108.18,1.4877,7.2526,1.9583,89.2749
2008-01-15,107.07,1.4842,7.2345,1.9671,89.1555
2008-01-16,107.27,1.4643,7.24,1.9638,89.6701
2008-01-17,107.01,1.469,7.2245,1.9744,89.6484
2008-01-18,106.82,1.4616,7.2424,1.9529,89.8993
2008-01-21,,,,,89.9265
2008-01-22,106.76,1.4609,7.2456,1.9577,89.84
2008-01-23,105.42,1.4574,7.24,1.9515,89.9138
2008-01-24,106.68,1.4737,7.2228,1.9733,89.203
2008-01-25,107.31,1.4673,7.2115,1.9802,89.2184
2008-01-28,106.65,1.4789,7.195,1.9857,88.9555
2008-01-29,107.08,1.4767,7.1965,1.9857,88.8342
2008-01-30,107.25,1.4782,7.1912,1.988,88.7442
2008-01-31,106.74,1.4841,7.1818,1.9895,88.6547
2008-02-01,106.3,1.4851,7.1845,1.9687,88.4824
2008-02-04,106.73,1.4832,7.1915,1.9777,88.4788
2008-02-05,106.94,1.4638,7.1835,1.9626,89.076
2008-02-06,106.75,1.4647,7.183,1.9604,88.9987
2008-02-07,106.82,1.4495,7.183,1.942,89.4221
2008-02-08,107.34,1.4505,7.183,1.9473,89.2226
2008-02-11,106.64,1.4506,7.1905,1.9486,89.2149
2008-02-12,107.42,1.4592,7.184,1.9622,88.9539
2008-02-13,108.15,1.4569,7.1973,1.9618,89.1382
2008-02-14,107.97,1.4635,7.188,1.9708,88.9055
2008-02-15,107.67,1.4674,7.178,1.9613,88.9006
2008-02-18,,,,,88.9004
2008-02-19,107.5,1.4742,7.1485,1.9511,88.9626
2008-02-20,107.97,1.4663,7.1425,1.9405,89.2572
2008-02-21,107.6,1.4813,7.1395,1.9614,88.716
2008-02-22,106.98,1.4825,7.14,1.9668,88.7082
2008-02-25,107.88,1.4822,7.1522,1.9668,88.5373
2008-02-26,107.73,1.4889,7.158,1.9747,88.0998
2008-02-27,106.38,1.5132,7.14,1.9923,87.3353
2008-02-28,105.64,1.5172,7.11,1.9879,87.0363
2008-02-29,104.19,1.5187,7.1115,1.9864,87.1654
2008-03-03,103.57,1.5195,7.1035,1.985,87.2381
2008-03-04,102.67,1.521,7.106,1.9854,87.3039
2008-03-05,103.99,1.5282,7.1075,1.9939,87.1347
2008-03-06,103.1,1.5356,7.1059,2.0073,86.9105
2008-03-07,102.69,1.5333,7.111,2.0128,87.1258
2008-03-10,101.8,1.5369,7.106,2.0166,87.1452
2008-03-11,102.87,1.5329,7.1027,2.0041,87.1763
2008-03-12,102.38,1.5495,7.101,2.0211,86.728
2008-03-13,100.58,1.5584,7.09,2.0311,86.3891
2008-03-14,100.2,1.5604,7.089,2.0294,86.4301
2008-03-17,96.88,1.5765,7.083,2.0008,86.3417
2008-03-18,98.23,1.5784,7.0795,2.0216,86.1191
2008-03-19,99.34,1.5642,7.066,1.9858,86.5755
2008-03-20,98.79,1.5417,7.052,1.9823,87.3293
2008-03-21,99.4,1.5447,7.0515,1.9826,87.2111
2008-03-24,100.77,1.5394,7.055,1.9852,87.3103
2008-03-25,100.07,1.5595,7.044,1.9997,86.8339
2008-03-26,99.12,1.5761,7.029,2.0019,86.5513
2008-03-27,99.87,1.5798,7.0105,2.0097,86.4583
2008-03-28,99.71,1.5759,7.012,1.989,86.6369
2008-03-31,99.85,1.5805,7.012,1.9855,86.6881
2008-04-01,101.77,1.5615,7.0116,1.9774,87.0276
2008-04-02,102.77,1.5618,7.0185,1.9827,86.8886
2008-04-03,102.21,1.5667,7.015,1.9961,86.6424
2008-04-04,101.75,1.5735,7.015,1.9947,86.5108
2008-04-07,102.62,1.5713,7.001,1.9855,86.603
2008-04-08,102.55,1.5705,7.0008,1.969,86.7369
2008-04-09,101.83,1.5804,7.0017,1.9726,86.5764
2008-04-10,101.71,1.5744,6.991,1.9742,86.5131
2008-04-11,101.09,1.5796,7.006,1.9707,86.5029
2008-04-14,100.87,1.5827,6.999,1.9816,86.3492
2008-04-15,101.33,1.5801,6.9945,1.9627,86.4705
2008-04-16,101.4,1.5978,6.992,1.9756,85.9037
2008-04-17,102.22,1.5924,6.984,1.9908,86.1077
2008-04-18,104.56,1.5742,7.0065,1.9965,86.5277
2008-04-21,103.38,1.5881,6.9996,1.9813,86.2979
2008-04-22,102.7,1.601,6.989,1.9994,85.927
2008-04-23,103.55,1.5898,6.9895,1.9786,86.3841
2008-04-24,104.2,1.5668,6.9955,1.9716,86.7154
2008-04-25,104.17,1.5634,7.0095,1.9833,86.8337
2008-04-28,104.3,1.5648,7.002,1.9908,86.7635
2008-04-29,103.4,1.5604,6.9845,1.9747,86.873
2008-04-30,104.53,1.5568,6.987,1.9847,86.8907
2008-05-01,104.04,1.5458,6.9876,1.9749,87.1347
2008-05-02,105.33,1.5431,6.987,1.9756,87.2311
2008-05-05,105.12,1.5491,6.9815,1.9679,87.0636
2008-05-06,104.54,1.5548,6.986,1.9747,86.847
2008-05-07,105.28,1.537,6.986,1.9522,87.3421
2008-05-08,103.87,1.5409,7.0,1.9543,87.4575
2008-05-09,103.01,1.5447,6.9876,1.9486,87.2528
2008-05-12,103.83,1.5536,6.9881,1.9616,87.0403
2008-05-13,104.41,1.5509,6.9889,1.947,87.1332
2008-05-14,105.2,1.5467,6.999,1.9451,87.3659
2008-05-15,104.61,1.5492,6.9943,1.9488,87.1823
2008-05-16,103.86,1.5591,6.988,1.958,86.7855
2008-05-19,104.55,1.5516,6.97,1.9472,86.8225
2008-05-20,103.66,1.5667,6.9725,1.9705,86.5627
2008-05-21,103.34,1.5772,6.9592,1.9669,86.1595
2008-05-22,104.03,1.5703,6.942,1.9785,86.3223
2008-05-23,103.22,1.5784,6.9412,1.9818,86.1922
2008-05-26,,,,,86.19
2008-05-27,103.98,1.5731,6.945,1.9751,86.4459
2008-05-28,104.69,1.5628,6.9408,1.9806,86.4951
2008-05-29,105.52,1.5527,6.9377,1.9759,86.5616
2008-05-30,105.46,1.556,6.94,1.9793,86.5504
2008-06-02,104.41,1.555,6.9325,1.9666,86.6321
2008-06-03,105.29,1.5454,6.9341,1.965,86.8359
2008-06-04,104.99,1.5453,6.9633,1.9548,87.0999
2008-06-05,106.0,1.556,6.946,1.9563,87.0968
2008-06-06,105.33,1.5731,6.923,1.9695,86.8028
2008-06-09,106.06,1.5718,6.923,1.9758,86.9096
2008-06-10,107.19,1.5473,6.9248,1.9543,87.4705
2008-06-11,106.77,1.5562,6.9095,1.9646,87.2059
2008-06-12,107.94,1.5418,6.907,1.9467,87.6187
2008-06-13,107.92,1.5368,6.9044,1.9496,87.7622
2008-06-16,108.19,1.5472,6.8911,1.9637,87.3911
2008-06-17,108.03,1.5519,6.8954,1.9544,87.2103
2008-06-18,108.05,1.5502,6.8821,1.957,87.1872
2008-06-19,107.95,1.5502,6.877,1.9729,87.0815
2008-06-20,107.42,1.5626,6.8796,1.9737,86.9036
2008-06-23,107.89,1.5492,6.874,1.9609,87.2163
2008-06-24,107.76,1.5591,6.8699,1.9707,86.9666
2008-06-25,108.29,1.557,6.8653,1.9672,87.0535
2008-06-26,107.29,1.5738,6.863,1.9873,86.6793
2008-06-27,106.28,1.5749,6.8618,1.9938,86.643
2008-06-30,106.17,1.5748,6.8591,1.9906,86.7621
2008-07-01,105.73,1.5778,6.8608,1.993,86.8447
2008-07-02,105.87,1.5869,6.8542,1.9925,86.4782
2008-07-03,106.79,1.5708,6.8529,1.9825,86.8843
2008-07-04,,,,,86.8781
2008-07-07,107.55,1.5646,6.8567,1.9697,86.9617
2008-07-08,107.35,1.5653,6.851,1.9685,86.9778
2008-07-09,107.12,1.5744,6.8632,1.9812,86.5335
2008-07-10,107.03,1.5771,6.843,1.9777,86.5122
2008-07-11,106.14,1.5898,6.8338,1.9895,86.221
2008-07-14,106.18,1.5914,6.845,1.9925,86.1079
2008-07-15,104.78,1.5923,6.8211,2.0036,85.8731
2008-07-16,104.64,1.5847,6.8104,1.9995,85.9285
2008-07-17,105.82,1.5861,6.8189,2.0038,85.9387
2008-07-18,106.75,1.5855,6.8168,1.9985,86.0735
2008-07-21,106.74,1.5877,6.8271,1.9979,86.0151
2008-07-22,107.11,1.5811,6.8248,1.9941,86.1909
2008-07-23,107.68,1.5708,6.8279,2.0021,86.2664
2008-07-24,107.62,1.5657,6.8292,1.9832,86.4017
2008-07-25,107.89,1.5687,6.8189,1.988,86.3916
2008-07-28,107.49,1.5747,6.8332,1.9943,86.4666
2008-07-29,108.19,1.5588,6.8264,1.9805,86.8175
2008-07-30,108.17,1.5559,6.8272,1.981,86.8167
2008-07-31,108.1,1.5589,6.8388,1.9806,86.8567
2008-08-01,107.59,1.5567,6.8423,1.9743,86.8257
2008-08-04,108.23,1.5569,6.8471,1.9606,87.0611
2008-08-05,108.2,1.5468,6.8501,1.9532,87.3281
2008-08-06,109.39,1.5409,6.8482,1.9479,87.6004
2008-08-07,109.44,1.5341,6.8555,1.9439,87.8732
2008-08-08,110.09,1.5047,6.8604,1.9193,88.8939
2008-08-11,110.08,1.4958,6.8577,1.9144,89.035
2008-08-12,109.78,1.4905,6.8659,1.9005,89.1916
2008-08-13,108.71,1.4895,6.8601,1.8682,89.3211
2008-08-14,109.75,1.4856,6.86,1.8715,89.3675
2008-08-15,110.48,1.4695,6.8649,1.8651,89.7244
2008-08-18,110.07,1.473,6.8705,1.8673,89.5966
2008-08-19,109.68,1.4746,6.8599,1.8655,89.6465
2008-08-20,109.98,1.4701,6.8529,1.8603,89.6977
2008-08-21,108.35,1.4875,6.8405,1.8758,88.9128
2008-08-22,109.88,1.48,6.8333,1.8544,89.2381
2008-08-25,109.11,1.4803,6.848,1.8587,89.3094
2008-08-26,109.83,1.466,6.78,1.8387,89.7007
2008-08-27,109.72,1.4684,6.807,1.8318,89.6419
2008-08-28,109.56,1.4685,6.8405,1.8264,89.8225
2008-08-29,108.69,1.4669,6.8252,1.819,90.0567
2008-09-01,,,,,90.08
2008-09-02,108.85,1.4522,6.8215,1.7853,90.8438
2008-09-03,108.18,1.4489,6.8429,1.7795,90.8286
2008-09-04,107.76,1.436,6.851,1.7689,91.1621
2008-09-05,106.96,1.4273,6.84,1.7687,91.341
2008-09-08,107.91,1.4126,6.8438,1.7543,91.663
2008-09-09,107.1,1.4173,6.8381,1.7672,91.5779
2008-09-10,107.86,1.402,6.835,1.7547,92.1283
2008-09-11,106.66,1.3939,6.8465,1.7497,92.4901
2008-09-12,107.51,1.4172,6.781,1.7896,91.4706
2008-09-15,105.67,1.4175,6.8482,1.7877,91.757
2008-09-16,105.11,1.4155,6.8391,1.7802,92.0594
2008-09-17,104.71,1.4215,6.829,1.7895,92.0982
2008-09-18,104.85,1.4382,6.8375,1.8186,91.7111
2008-09-19,107.18,1.4384,6.8355,1.8297,91.0014
2008-09-22,106.35,1.4697,6.8306,1.8484,90.1119
2008-09-23,105.8,1.4737,6.8114,1.8558,90.1221
2008-09-24,106.03,1.4655,6.8233,1.8502,90.4602
2008-09-25,106.48,1.4643,6.815,1.8406,90.4651
2008-09-26,106.06,1.4596,6.8431,1.84,90.6872
2008-09-29,105.1,1.4381,6.8431,1.8044,91.3961
2008-09-30,105.94,1.4081,6.7899,1.7804,92.3773
2008-10-01,106.06,1.4058,6.8485,1.7804,92.511
2008-10-02,105.3,1.3854,6.842,1.7655,93.3792
2008-10-03,105.76,1.3816,6.8431,1.774,93.5414
2008-10-06,101.26,1.3508,6.842,1.738,95.1629
2008-10-07,102.3,1.3649,6.8171,1.7592,95.4889
2008-10-08,99.73,1.368,6.8171,1.731,96.9684
2008-10-09,100.67,1.3646,6.8202,1.7225,96.5143
2008-10-10,99.44,1.3471,6.8357,1.7037,97.999
2008-10-13,,,,,97.9686
2008-10-14,102.17,1.3658,6.8339,1.7482,96.2544
2008-10-15,101.47,1.3567,6.835,1.7432,97.2045
2008-10-16,100.46,1.3416,6.8332,1.7243,98.368
2008-10-17,101.4,1.3462,6.8332,1.7307,97.7255
2008-10-20,101.74,1.3314,6.8299,1.7134,98.1605
2008-10-21,100.43,1.3102,6.8337,1.6837,99.4242
2008-10-22,98.63,1.2835,6.8341,1.6174,101.2131
2008-10-23,97.6,1.2878,6.8354,1.6181,101.1071
2008-10-24,92.64,1.2639,6.8432,1.5631,101.8442
2008-10-27,93.28,1.2446,6.8521,1.5472,102.3415
2008-10-28,95.68,1.2476,6.8385,1.5591,102.4236
2008-10-29,97.48,1.2851,6.839,1.6298,100.0967
2008-10-30,97.47,1.285,6.8408,1.627,99.4568
2008-10-31,98.28,1.2682,6.8388,1.6165,99.7662
2008-11-03,98.95,1.2719,6.8373,1.5855,99.4345
2008-11-04,100.48,1.3021,6.836,1.6095,97.9957
2008-11-05,98.95,1.3039,6.8285,1.6156,98.0953
2008-11-06,98.04,1.2756,6.8245,1.5814,99.5364
2008-11-07,98.15,1.2777,6.8255,1.5788,99.3944
2008-11-10,97.96,1.276,6.8267,1.5639,99.5897
2008-11-11,,,,,99.6041
2008-11-12,95.54,1.2558,6.8293,1.5012,101.1947
2008-11-13,95.95,1.2526,6.8291,1.4799,101.774
2008-11-14,96.66,1.2731,6.8236,1.486,100.9705
2008-11-17,97.03,1.2726,6.8264,1.503,101.1029
2008-11-18,97.38,1.269,6.8239,1.5042,101.3965
2008-11-19,96.75,1.2595,6.8295,1.5095,101.8804
2008-11-20,94.98,1.2525,6.834,1.4789,103.2737
2008-11-21,95.42,1.2531,6.8302,1.4816,103.6289
2008-11-24,96.69,1.289,6.8249,1.5177,101.502
2008-11-25,95.53,1.303,6.822,1.5349,100.7997
2008-11-26,95.46,1.2828,6.8282,1.5218,101.2566
2008-11-27,,,,,101.2564
2008-11-28,95.46,1.2694,6.8254,1.5348,101.6468
2008-12-01,93.71,1.2634,6.8842,1.484,102.1744
2008-12-02,93.64,1.2724,6.8786,1.4949,101.9891
2008-12-03,93.25,1.2669,6.8746,1.4783,102.4251
2008-12-04,92.78,1.284,6.8817,1.4791,102.0715
2008-12-05,92.18,1.2654,6.8812,1.4606,103.4902
2008-12-08,92.77,1.2942,6.877,1.4831,101.7227
2008-12-09,92.44,1.2937,6.873,1.4776,101.7346
2008-12-10,92.94,1.3024,6.864,1.483,101.2913
2008-12-11,91.96,1.3294,6.8513,1.4953,99.5101
2008-12-12,91.26,1.3349,6.842,1.4874,100.319
2008-12-15,90.68,1.3664,6.848,1.5278,99.1001
2008-12-16,89.98,1.381,6.8448,1.532,98.4771
2008-12-17,87.84,1.4358,6.835,1.5457,96.8227
2008-12-18,89.81,1.4298,6.8341,1.5103,96.8447
2008-12-19,89.48,1.3875,6.844,1.4854,98.1278
2008-12-22,90.07,1.3952,6.851,1.4805,98.1643
2008-12-23,90.57,1.3966,6.848,1.4761,98.2698
2008-12-24,90.68,1.3964,6.8355,1.4673,98.2249
2008-12-25,,,,,98.2419
2008-12-26,90.65,1.4062,6.8409,1.47,98.2594
2008-12-29,90.2,1.4232,6.8447,1.4591,97.9359
2008-12-30,90.37,1.4085,6.8295,1.4395,98.3833
2008-12-31,90.79,1.3919,6.8225,1.4619,98.6518
2009-01-01,,,,,
2009-01-02,91.12,1.3946,6.8225,1.452,98.6008
2009-01-05,93.2,1.3576,6.83,1.4602,98.9195
2009-01-06,94.2,1.3445,6.836,1.4777,98.7871
2009-01-07,92.7,1.3718,6.833,1.5254,98.089
2009-01-08,91.15,1.3714,6.8342,1.519,98.3223
2009-01-09,90.25,1.3495,6.835,1.5239,98.8752
2009-01-12,88.92,1.3347,6.8362,1.4827,99.6022
2009-01-13,89.65,1.3198,6.8341,1.4528,100.3597
2009-01-14,89.28,1.3174,6.8347,1.4617,100.7546
2009-01-15,89.59,1.3094,6.8363,1.4602,101.4653
2009-01-16,90.29,1.3244,6.8369,1.4737,100.711
2009-01-19,,,,,
2009-01-20,90.19,1.2946,6.8403,1.4023,
2009-01-21,87.8,1.287,6.8392,1.3728,102.1007
2009-01-22,88.64,1.2955,6.837,1.384,101.8432
2009-01-23,88.72,1.2849,6.8392,1.3658,102.1096
2009-01-26,89.25,1.3123,6.8392,1.396,100.9764
2009-01-27,88.99,1.3159,6.8392,1.4148,101.1702
2009-01-28,88.87,1.3244,6.8392,1.4317,100.5461
2009-01-29,89.77,1.2988,6.8392,1.4262,101.3398
2009-01-30,89.83,1.2804,6.8392,1.4413,102.1169
2009-02-02,89.86,1.2808,6.847,1.4228,102.5067
2009-02-03,89.09,1.301,6.8399,1.4394,101.8506
2009-02-04,89.53,1.2857,6.8335,1.4472,101.9056
2009-02-05,91.01,1.2838,6.8355,1.4633,101.9517
2009-02-06,91.95,1.2874,6.8338,1.4775,101.7455
2009-02-09,91.47,1.3064,6.8392,1.4936,100.9637
2009-02-10,90.65,1.2966,6.8241,1.4604,101.7094
2009-02-11,90.66,1.2893,6.8332,1.4367,102.24
2009-02-12,90.55,1.2822,6.8345,1.4248,102.598
2009-02-13,91.84,1.2879,6.8392,1.4422,102.2958
2009-02-16,,,,,
2009-02-17,92.17,1.2571,6.8355,1.4224,103.7625
2009-02-18,93.81,1.2547,6.8378,1.4235,104.0385
2009-02-19,94.09,1.2675,6.8348,1.4307,103.7656
2009-02-20,93.87,1.269,6.8367,1.4333,104.0244
2009-02-23,94.63,1.2747,6.8355,1.4553,103.7416
2009-02-24,96.6,1.2742,6.8368,1.4408,103.9829
2009-02-25,97.33,1.2731,6.8369,1.4265,104.3086
2009-02-26,98.55,1.2764,6.8361,1.4342,104.1813
2009-02-27,97.74,1.2662,6.8395,1.4276,104.9284
2009-03-02,97.17,1.258,6.8438,1.3989,105.9617
2009-03-03,98.16,1.2549,6.8413,1.4034,106.0249
2009-03-04,99.34,1.2607,6.8432,1.4142,105.4558
2009-03-05,98.32,1.2565,6.8406,1.4124,105.8064
2009-03-06,97.88,1.2674,6.8395,1.411,105.3937
2009-03-09,98.87,1.2636,6.8398,1.3757,106.0182
2009-03-10,98.39,1.2752,6.841,1.384,105.1153
2009-03-11,97.74,1.2774,6.8399,1.378,104.8499
2009-03-12,97.86,1.2799,6.8383,1.3811,104.89
2009-03-13,98.04,1.2891,6.838,1.3972,104.1106
2009-03-16,98.17,1.2997,6.8381,1.4091,103.2005
2009-03-17,98.85,1.2972,6.8369,1.4018,103.2305
2009-03-18,98.08,1.311,6.8347,1.3974,103.0005
2009-03-19,93.85,1.373,6.824,1.4584,100.3951
2009-03-20,96.18,1.3566,6.8277,1.4435,101.0581
2009-03-23,97.3,1.3569,6.8335,1.4496,101.103
2009-03-24,97.86,1.3524,6.8294,1.473,101.0319
2009-03-25,97.7,1.3539,6.8304,1.4585,100.9674
2009-03-26,98.47,1.356,6.832,1.4497,101.097
2009-03-27,97.99,1.3306,6.831,1.4325,101.8388
2009-03-30,97.44,1.3146,6.836,1.4148,102.749
2009-03-31,99.15,1.3261,6.8329,1.43,102.3761
2009-04-01,98.93,1.3223,6.8339,1.4402,102.1252
2009-04-02,99.48,1.3458,6.834,1.47,100.8733
2009-04-03,99.94,1.3447,6.8343,1.4801,100.6429
2009-04-06,100.65,1.3363,6.8343,1.4712,100.9428
2009-04-07,100.71,1.3282,6.8361,1.4744,100.9808
2009-04-08,99.95,1.3288,6.835,1.4692,100.8948
2009-04-09,100.43,1.3149,6.834,1.4623,100.7988
2009-04-10,100.3,1.3143,6.8333,1.4635,100.7597
2009-04-13,100.12,1.3354,6.8347,1.4831,100.1369
2009-04-14,99.08,1.3277,6.832,1.4907,99.9097
2009-04-15,99.37,1.3182,6.8321,1.499,100.1497
2009-04-16,99.29,1.3197,6.8316,1.4909,100.0517
2009-04-17,99.21,1.303,6.8325,1.4778,100.5719
2009-04-20,98.29,1.2903,6.8331,1.4532,101.448
2009-04-21,98.6,1.2978,6.8254,1.4688,101.1794
2009-04-22,98.14,1.3012,6.8296,1.4496,101.1142
2009-04-23,97.88,1.3048,6.8265,1.4635,101.0065
2009-04-24,97.08,1.3277,6.825,1.4697,100.0244
2009-04-27,96.57,1.3136,6.827,1.4678,100.7258
2009-04-28,96.49,1.3061,6.8266,1.4607,101.3145
2009-04-29,96.97,1.3324,6.8243,1.4802,100.0009
2009-04-30,98.76,1.3244,6.818,1.4799,100.1042
2009-05-01,99.24,1.3267,6.818,1.4881,100.0057
2009-05-04,99.12,1.3365,6.8223,1.4985,99.134
2009-05-05,98.76,1.3375,6.8185,1.5099,98.8529
2009-05-06,98.6,1.3313,6.8176,1.5063,98.9044
2009-05-07,99.0,1.3411,6.8215,1.5019,98.552
2009-05-08,99.01,1.3494,6.82,1.509,98.1269
2009-05-11,97.45,1.362,6.823,1.5145,97.747
2009-05-12,96.59,1.3638,6.821,1.524,97.8269
2009-05-13,95.75,1.3612,6.822,1.5165,98.0276
2009-05-14,95.62,1.3608,6.8248,1.5195,98.1271
2009-05-15,94.89,1.3539,6.8225,1.5222,98.1063
2009-05-18,96.05,1.3503,6.8265,1.5309,97.9412
2009-05-19,96.1,1.3608,6.8245,1.5501,97.2827
2009-05-20,95.16,1.3765,6.8248,1.567,96.5707
2009-05-21,94.97,1.3804,6.8245,1.5763,96.6039
2009-05-22,94.45,1.4005,6.8227,1.5892,95.8788
2009-05-25,,,,,
2009-05-26,94.81,1.3992,6.8326,1.5938,95.988
2009-05-27,95.01,1.3924,6.8272,1.6068,95.9622
2009-05-28,96.76,1.3948,6.8278,1.5956,96.1313
2009-05-29,95.55,1.4126,6.8278,1.616,95.268
2009-06-01,96.53,1.4192,6.8264,1.6448,94.8107
2009-06-02,95.72,1.427,6.8305,1.6515,94.6556
2009-06-03,95.72,1.4194,6.829,1.6405,95.0751
2009-06-04,96.37,1.4187,6.8331,1.6173,95.2922
2009-06-05,98.18,1.399,6.8329,1.6017,96.0412
2009-06-08,98.56,1.3884,6.8371,1.5976,96.6548
2009-06-09,97.6,1.4014,6.8353,1.6267,95.9537
2009-06-10,98.13,1.3983,6.833,1.6334,96.1277
2009-06-11,97.83,1.4093,6.8358,1.6547,95.4993
2009-06-12,98.17,1.404,6.8352,1.6523,95.836
2009-06-15,98.03,1.3784,6.8361,1.6268,96.7519
