,DEXJPUS,DEXUSAL,DEXUSEU,DEXCHUS,DEXUSUK,DEXCAUS,DEXMXUS,DEXSZUS,DTWEXBGS
2001-10-02,120.78,0.4953,0.9149,8.2768,1.4618,1.5696,9.518,1.6227,
2001-10-03,120.67,0.4971,0.9181,8.2768,1.4756,1.5688,9.531,1.6157,
2001-10-04,120.63,0.4975,0.9141,8.2768,1.4774,1.568,9.533,1.6248,
2001-10-05,120.37,0.506,0.9168,8.2768,1.4795,1.5626,9.589,1.6204,
2001-10-08,,,,,,,,,
2001-10-09,120.2,0.5009,0.915,8.2769,1.4605,1.5638,9.52,1.6193,
2001-10-10,120.43,0.5016,0.9118,8.2768,1.449,1.5679,9.413,1.6278,
2001-10-11,121.57,0.4985,0.9008,8.2766,1.4415,1.568,9.3375,1.6475,
2001-10-12,120.93,0.5015,0.9078,8.2765,1.4518,1.5659,9.365,1.6325,
2001-10-15,120.94,0.5135,0.9077,8.2766,1.447,1.5582,9.27,1.6288,
2001-10-16,121.27,0.5136,0.9094,8.2767,1.4478,1.5621,9.24,1.6298,
2001-10-17,121.05,0.5139,0.9065,8.2769,1.4505,1.5687,9.2525,1.6355,
2001-10-18,121.18,0.5087,0.9025,8.277,1.444,1.5763,9.232,1.6387,
2001-10-19,121.15,0.508,0.8987,8.2768,1.4372,1.5756,9.2075,1.6427,
2001-10-22,122.45,0.5073,0.8906,8.277,1.4265,1.5787,9.2002,1.6619,
2001-10-23,122.83,0.5087,0.8893,8.2768,1.4214,1.5723,9.229,1.6642,
2001-10-24,122.86,0.5076,0.8925,8.2767,1.4263,1.5745,9.2145,1.6592,
2001-10-25,122.72,0.5047,0.8965,8.2769,1.4306,1.5775,9.247,1.649,
2001-10-26,122.99,0.5017,0.8921,8.277,1.4348,1.575,9.28,1.6535,
2001-10-29,122.08,0.5056,0.9037,8.277,1.4525,1.575,9.2375,1.632,
2001-10-30,122.07,0.5058,0.906,8.2768,1.4546,1.5785,9.258,1.6245,
2001-10-31,122.54,0.503,0.8993,8.2768,1.4534,1.5905,9.27,1.6347,
2001-11-01,121.87,0.5086,0.9044,8.2769,1.462,1.5913,9.286,1.6295,
2001-11-02,121.68,0.5077,0.9037,8.2769,1.4615,1.5925,9.2765,1.6315,
2001-11-05,121.72,0.5076,0.8963,8.2768,1.457,1.5958,9.2285,1.6423,
2001-11-06,121.15,0.5131,0.8975,8.2767,1.4591,1.5938,9.2146,1.64,
2001-11-07,121.05,0.5152,0.8999,8.2766,1.465,1.5935,9.211,1.6328,
2001-11-08,119.98,0.5147,0.891,8.2766,1.454,1.598,9.215,1.6455,
2001-11-09,120.25,0.5145,0.8935,8.2766,1.4574,1.6023,9.229,1.64,
2001-11-12,,,,,,,,,
2001-11-13,121.45,0.5199,0.8811,8.2765,1.4425,1.5982,9.249,1.6668,
2001-11-14,121.67,0.5186,0.8829,8.2767,1.4429,1.5923,9.235,1.6641,
2001-11-15,122.4,0.518,0.8813,8.277,1.431,1.587,9.215,1.6644,
2001-11-16,122.67,0.5203,0.8849,8.2771,1.4278,1.587,9.21,1.6552,
2001-11-19,123.27,0.5205,0.8781,8.277,1.4107,1.5849,9.1955,1.6635,
2001-11-20,122.62,0.5188,0.8832,8.2769,1.418,1.5933,9.17,1.6491,
2001-11-21,123.19,0.5162,0.8781,8.2769,1.4154,1.6018,9.1475,1.6575,
2001-11-22,,,,,,,,,
2001-11-23,124.44,0.517,0.877,8.2769,1.4095,1.5981,9.1525,1.668,
2001-11-26,124.2,0.519,0.8811,8.277,1.4125,1.6005,9.1675,1.6635,
2001-11-27,124.17,0.5217,0.8812,8.277,1.4137,1.5948,9.253,1.66,
2001-11-28,123.29,0.5213,0.8863,8.2772,1.4235,1.5853,9.277,1.6485,
2001-11-29,123.82,0.5176,0.8879,8.2774,1.4232,1.5828,9.3085,1.6546,
2001-11-30,123.22,0.5203,0.8958,8.2772,1.4255,1.5717,9.2585,1.6405,
2001-12-03,123.9,0.5183,0.8897,8.277,1.4217,1.5762,9.205,1.655,
2001-12-04,124.28,0.5155,0.8898,8.2771,1.4216,1.5729,9.223,1.6545,
2001-12-05,124.4,0.517,0.8856,8.2772,1.4164,1.5716,9.219,1.6639,
2001-12-06,124.83,0.5182,0.8916,8.2773,1.425,1.5767,9.245,1.6553,
2001-12-07,125.66,0.5156,0.8905,8.2772,1.4315,1.5725,9.2175,1.659,
2001-12-10,126.27,0.515,0.8884,8.277,1.4342,1.5787,9.1875,1.6673,
2001-12-11,126.23,0.5148,0.8904,8.2768,1.4365,1.5781,9.151,1.6585,
2001-12-12,126.52,0.5201,0.8945,8.2768,1.444,1.5654,9.1565,1.6495,
2001-12-13,126.32,0.5179,0.8976,8.2767,1.4454,1.5675,9.125,1.6423,
2001-12-14,127.24,0.5186,0.9044,8.2768,1.4547,1.5635,9.09,1.6307,
2001-12-17,127.54,0.5176,0.904,8.2769,1.4588,1.5646,9.114,1.633,
2001-12-18,127.97,0.5157,0.9019,8.2768,1.4565,1.5729,9.1075,1.634,
2001-12-19,128.2,0.5132,0.8997,8.2767,1.4508,1.5743,9.1325,1.6389,
2001-12-20,128.55,0.5047,0.8972,8.2766,1.4464,1.5782,9.1615,1.6359,
2001-12-21,129.48,0.5075,0.8864,8.2767,1.4385,1.585,9.1325,1.654,
2001-12-24,129.9,0.5086,0.8773,8.2766,1.4385,1.5945,9.095,1.692,
2001-12-25,,,,,,,,,
2001-12-26,130.79,0.508,0.8778,8.2766,1.449,1.599,9.101,1.6917,
2001-12-27,131.47,0.5075,0.8843,8.2676,1.454,1.5954,9.142,1.678,
2001-12-28,131.3,0.5112,0.8822,8.277,1.4475,1.5956,9.186,1.679,
2001-12-31,131.04,0.5117,0.8901,8.2766,1.4543,1.5925,9.156,1.6598,
2002-01-01,,,,,,,,,
2002-01-02,132.02,0.5145,0.9031,8.2766,1.4451,1.5974,9.095,1.6424,
2002-01-03,131.76,0.5146,0.8992,8.2766,1.44,1.597,9.1175,1.6495,
2002-01-04,131.02,0.5194,0.8946,8.2768,1.4455,1.5977,9.1395,1.6507,
2002-01-07,130.93,0.5183,0.8931,8.2767,1.4385,1.5981,9.165,1.651,
2002-01-08,132.53,0.5238,0.8925,8.2766,1.4426,1.5949,9.1775,1.6553,
2002-01-09,132.62,0.5237,0.8882,8.2767,1.4373,1.5965,9.2,1.6615,
2002-01-10,132.61,0.5229,0.8925,8.2766,1.4433,1.6012,9.247,1.6623,
2002-01-11,132.17,0.521,0.8905,8.2768,1.4448,1.5975,9.25,1.6602,
2002-01-14,131.83,0.518,0.8935,8.28,1.4482,1.5974,9.185,1.6569,
2002-01-15,131.14,0.5189,0.8913,8.28,1.445,1.5899,9.1625,1.6602,
2002-01-16,131.77,0.5155,0.8834,8.28,1.4375,1.5945,9.202,1.6638,
2002-01-17,132.13,0.5135,0.88,8.2768,1.4348,1.611,9.12,1.6685,
2002-01-18,132.64,0.515,0.8844,8.2767,1.4365,1.6128,9.13,1.6635,
2002-01-21,,,,,,,,,
2002-01-22,133.98,0.5186,0.8838,8.2767,1.4295,1.6084,9.16,1.6629,
2002-01-23,134.25,0.5198,0.8836,8.2765,1.4273,1.604,9.145,1.6654,
2002-01-24,134.64,0.5195,0.8782,8.2767,1.4229,1.602,9.127,1.6757,
2002-01-25,134.47,0.5167,0.8655,8.2765,1.4096,1.6083,9.138,1.7025,
2002-01-28,133.43,0.5166,0.8605,8.2767,1.4074,1.6126,9.159,1.709,
2002-01-29,133.51,0.514,0.8643,8.2766,1.4132,1.5903,9.171,1.7038,
2002-01-30,132.84,0.506,0.8648,8.2765,1.416,1.591,9.193,1.7045,
2002-01-31,134.06,0.5072,0.8594,8.2765,1.412,1.5915,9.152,1.719,
2002-02-01,133.77,0.508,0.8613,8.2766,1.4158,1.5908,9.1575,1.7179,
2002-02-04,132.71,0.5105,0.8685,8.2766,1.4197,1.5919,9.17,1.7021,
2002-02-05,133.9,0.5087,0.8672,8.2765,1.417,1.5985,9.134,1.697,
2002-02-06,133.72,0.5094,0.8693,8.2767,1.4138,1.6042,9.128,1.6948,
2002-02-07,133.49,0.507,0.869,8.2766,1.4117,1.6037,9.131,1.6948,
2002-02-08,134.77,0.5104,0.8727,8.2767,1.4176,1.597,9.15,1.69,
2002-02-11,133.62,0.5125,0.8778,8.2768,1.4237,1.5895,9.08,1.6835,
2002-02-12,132.82,0.5087,0.8768,8.2768,1.4322,1.5919,9.096,1.6855,
2002-02-13,133.23,0.5087,0.873,8.2768,1.4298,1.591,9.048,1.697,
2002-02-14,132.26,0.5167,0.8713,8.2768,1.4285,1.5919,9.089,1.7005,
2002-02-15,132.76,0.5167,0.873,8.2768,1.4315,1.5908,9.063,1.698,
2002-02-18,,,,,,,,,
2002-02-19,133.45,0.5177,0.8764,8.277,1.4302,1.5885,9.071,1.6895,
2002-02-20,133.76,0.5171,0.8705,8.2768,1.4269,1.5905,9.089,1.6999,
2002-02-21,134.27,0.5169,0.8712,8.2766,1.4253,1.5914,9.0775,1.6987,
2002-02-22,133.85,0.5133,0.8757,8.2765,1.4301,1.5945,9.115,1.689,
2002-02-25,133.89,0.5132,0.8713,8.2765,1.4263,1.601,9.08,1.6948,
2002-02-26,134.35,0.5146,0.8682,8.2767,1.4225,1.6112,9.0855,1.6995,
2002-02-27,134.63,0.5158,0.8642,8.2765,1.4165,1.6084,9.1,1.7085,
2002-02-28,133.96,0.5167,0.8658,8.2765,1.4129,1.6049,9.13,1.7025,
2002-03-01,133.35,0.5177,0.8652,8.2766,1.419,1.5955,9.095,1.706,
2002-03-04,132.2,0.5202,0.8705,8.2767,1.4228,1.59,9.08,1.697,
2002-03-05,132.31,0.5207,0.8699,8.277,1.4212,1.5905,9.078,1.6977,
2002-03-06,130.85,0.5216,0.8772,8.2766,1.4238,1.5835,9.087,1.6819,
2002-03-07,127.07,0.5253,0.8795,8.2771,1.4245,1.5823,9.076,1.673,
2002-03-08,128.21,0.5235,0.8752,8.2771,1.4227,1.5857,9.071,1.681,
2002-03-11,128.08,0.5212,0.8768,8.2769,1.422,1.5843,9.074,1.6775,
2002-03-12,128.67,0.5206,0.8759,8.2767,1.4146,1.5858,9.0745,1.6767,
2002-03-13,129.43,0.52,0.877,8.28,1.4157,1.5935,9.1115,1.6739,
2002-03-14,128.94,0.5229,0.8816,8.2774,1.42,1.5943,9.114,1.6595,
2002-03-15,129.1,0.5257,0.8823,8.278,1.4238,1.5863,9.085,1.6596,
2002-03-18,131.27,0.5245,0.8826,8.2773,1.4256,1.588,9.0725,1.6585,
2002-03-19,132.3,0.5235,0.8805,8.2775,1.4213,1.5842,9.072,1.6622,
2002-03-20,131.6,0.5308,0.8836,8.2774,1.426,1.5793,9.072,1.6568,
2002-03-21,131.86,0.5322,0.8836,8.2772,1.4287,1.5808,9.063,1.6555,
2002-03-22,132.88,0.5326,0.8791,8.277,1.4263,1.5767,9.038,1.6623,
2002-03-25,133.46,0.5305,0.8768,8.2769,1.4255,1.5858,9.02,1.666,
2002-03-26,132.78,0.5287,0.8767,8.2771,1.427,1.5925,9.031,1.669,
2002-03-27,132.61,0.5275,0.8726,8.2772,1.4238,1.5938,9.0175,1.6786,
2002-03-28,132.61,0.5336,0.8711,8.2774,1.4242,1.594,9.012,1.685,
2002-03-29,132.7,0.5333,0.8717,8.2774,1.425,1.5958,9.0005,1.682,
2002-04-01,133.32,0.5347,0.8806,8.278,1.4407,1.5995,9.014,1.6607,
2002-04-02,133.4,0.5347,0.8782,8.2772,1.4358,1.5934,9.002,1.6655,
2002-04-03,132.65,0.5314,0.8804,8.2773,1.435,1.589,9.04,1.6607,
2002-04-04,132.3,0.5305,0.8779,8.2771,1.4349,1.593,9.0475,1.6654,
2002-04-05,131.73,0.5306,0.8805,8.277,1.435,1.59,9.029,1.6637,
2002-04-08,131.27,0.527,0.875,8.277,1.431,1.5941,9.021,1.674,
2002-04-09,131.03,0.5274,0.8793,8.2769,1.4345,1.5964,9.042,1.6676,
2002-04-10,130.75,0.5303,0.8794,8.2771,1.4365,1.593,9.05,1.6702,
2002-04-11,131.55,0.5342,0.8829,8.2772,1.4382,1.5879,9.074,1.6604,
2002-04-12,132.09,0.5337,0.8792,8.2772,1.4371,1.5879,9.078,1.6678,
2002-04-15,131.95,0.5313,0.8802,8.2771,1.4372,1.5892,9.182,1.6666,
2002-04-16,131.19,0.532,0.883,8.2772,1.4396,1.5798,9.1625,1.6638,
2002-04-17,130.7,0.537,0.8885,8.2772,1.4438,1.5745,9.205,1.655,
2002-04-18,129.84,0.5387,0.8898,8.2772,1.4479,1.5747,9.242,1.6485,
2002-04-19,130.5,0.539,0.8893,8.2775,1.4472,1.5723,9.2235,1.6508,
2002-04-22,129.9,0.539,0.8877,8.2772,1.4488,1.573,9.254,1.6543,
2002-04-23,129.89,0.5392,0.8897,8.2773,1.4486,1.5753,9.27,1.649,
2002-04-24,129.76,0.5424,0.8915,8.2774,1.448,1.5685,9.286,1.6445,
2002-04-25,128.4,0.5442,0.8978,8.2774,1.454,1.5636,9.36,1.6308,
2002-04-26,128.18,0.5427,0.898,8.2773,1.4545,1.5632,9.319,1.6293,
2002-04-29,128.13,0.538,0.9028,8.277,1.4592,1.5663,9.3515,1.6215,
2002-04-30,128.45,0.5372,0.9002,8.2773,1.4565,1.5681,9.375,1.6216,
2002-05-01,127.45,0.5387,0.9062,8.2773,1.4621,1.5579,9.437,1.601,
2002-05-02,128.02,0.5365,0.9032,8.2773,1.4645,1.5621,9.435,1.6098,
2002-05-03,127.21,0.5381,0.9133,8.2773,1.4664,1.565,9.492,1.592,
2002-05-06,127.27,0.5393,0.9166,8.2774,1.4676,1.5685,9.4075,1.5891,
2002-05-07,127.8,0.5411,0.9148,8.2774,1.4675,1.5705,9.476,1.593,
2002-05-08,128.64,0.539,0.904,8.2775,1.4533,1.5708,9.413,1.6102,
2002-05-09,128.36,0.5424,0.9088,8.2772,1.4585,1.5687,9.4445,1.6005,
2002-05-10,127.89,0.5445,0.9116,8.2771,1.4606,1.5575,9.512,1.5946,
2002-05-13,127.69,0.546,0.9107,8.2769,1.4588,1.5585,9.4885,1.5983,
2002-05-14,128.66,0.5462,0.9022,8.277,1.4474,1.559,9.525,1.6155,
2002-05-15,127.92,0.548,0.9074,8.2769,1.4558,1.5563,9.455,1.6054,
2002-05-16,128.19,0.5492,0.9105,8.2768,1.4567,1.555,9.49,1.5993,
2002-05-17,126.03,0.5522,0.9206,8.2769,1.4602,1.542,9.4785,1.581,
2002-05-20,125.64,0.5524,0.9213,8.2769,1.4588,1.5415,9.4935,1.5785,
2002-05-21,123.83,0.5553,0.9191,8.2769,1.4568,1.5387,9.51,1.5798,
2002-05-22,124.16,0.5584,0.9265,8.277,1.4589,1.5361,9.535,1.5686,
2002-05-23,124.84,0.5585,0.9233,8.277,1.4545,1.5338,9.527,1.5755,
2002-05-24,124.71,0.5558,0.922,8.2771,1.4577,1.535,9.562,1.5827,
2002-05-27,,,,,,,,,
2002-05-28,124.38,0.5615,0.9285,8.2766,1.4618,1.5305,9.5605,1.5743,
2002-05-29,124.35,0.5625,0.9313,8.2766,1.46,1.5345,9.61,1.5757,
2002-05-30,123.08,0.5645,0.9373,8.2766,1.4655,1.534,9.713,1.5621,
2002-05-31,124.13,0.566,0.9339,8.2765,1.4625,1.5275,9.6525,1.5693,
2002-06-03,123.69,0.5714,0.939,8.2767,1.4622,1.5282,9.641,1.5638,
2002-06-04,123.95,0.5744,0.9424,8.2768,1.4605,1.5284,9.725,1.5592,
2002-06-05,124.4,0.5722,0.9391,8.2769,1.4574,1.535,9.739,1.5672,
2002-06-06,124.34,0.5748,0.9457,8.277,1.4593,1.5325,9.7695,1.559,
2002-06-07,124.49,0.5711,0.9449,8.277,1.4604,1.5321,9.735,1.555,
2002-06-10,124.6,0.5693,0.9446,8.277,1.461,1.5385,9.696,1.5585,
2002-06-11,125.56,0.5683,0.9445,8.2768,1.4686,1.5383,9.675,1.562,
2002-06-12,125.64,0.5715,0.9473,8.2769,1.4705,1.5365,9.716,1.5595,
2002-06-13,125.12,0.5688,0.944,8.2769,1.4709,1.5398,9.638,1.5638,
2002-06-14,124.25,0.5603,0.9448,8.27,1.4735,1.5499,9.664,1.5626,
2002-06-17,124.37,0.5583,0.9442,8.2773,1.4782,1.5474,9.605,1.5632,
2002-06-18,124.56,0.5618,0.9483,8.2775,1.4868,1.5443,9.634,1.5568,
2002-06-19,124.04,0.5655,0.9544,8.2774,1.4873,1.5415,9.69,1.5422,
2002-06-20,123.33,0.5709,0.9646,8.2772,1.4982,1.5319,9.785,1.5235,
2002-06-21,121.23,0.5743,0.9705,8.2771,1.4987,1.5232,9.956,1.5124,
2002-06-24,121.28,0.5737,0.9786,8.277,1.5056,1.5166,9.93,1.5005,
2002-06-25,121.9,0.5683,0.9692,8.2771,1.4999,1.5218,9.815,1.514,
2002-06-26,119.83,0.5614,0.9825,8.2772,1.5217,1.5211,9.978,1.494,
2002-06-27,119.38,0.564,0.9885,8.2771,1.5285,1.5108,9.97,1.4885,
2002-06-28,119.85,0.5628,0.9856,8.2771,1.5245,1.519,9.98,1.492,
2002-07-01,120.04,0.5615,0.9893,8.277,1.5307,1.519,9.925,1.4845,
2002-07-02,120.13,0.5623,0.984,8.2769,1.53,1.5263,9.968,1.49,
2002-07-03,119.77,0.5603,0.9816,8.2768,1.5268,1.529,9.9697,1.4907,
2002-07-04,,,,,,,,,
2002-07-05,120.19,0.5568,0.973,8.2766,1.5206,1.5247,9.893,1.5062,
2002-07-08,118.66,0.5644,0.9869,8.2767,1.5348,1.5208,9.933,1.4893,
2002-07-09,117.85,0.5688,0.9938,8.2766,1.5465,1.5145,9.8665,1.482,
2002-07-10,117.94,0.5672,0.989,8.2767,1.5483,1.5203,9.833,1.4888,
2002-07-11,116.62,0.5593,0.9927,8.2768,1.5545,1.5223,9.8125,1.4793,
2002-07-12,116.73,0.5595,0.9904,8.2767,1.55,1.5299,9.726,1.4832,
2002-07-15,116.06,0.5599,1.0072,8.2768,1.5656,1.5365,9.757,1.4582,
2002-07-16,115.71,0.5583,1.0087,8.2769,1.5693,1.5347,9.727,1.4548,
2002-07-17,116.24,0.5516,1.0078,8.2769,1.5682,1.5399,9.655,1.454,
2002-07-18,117.02,0.552,1.0067,8.2768,1.5685,1.544,9.649,1.454,
2002-07-19,115.73,0.5555,1.0156,8.2769,1.5785,1.5386,9.716,1.4387,
2002-07-22,116.22,0.5517,1.0098,8.277,1.58,1.5562,9.6385,1.4408,
2002-07-23,117.35,0.5454,0.9933,8.2771,1.5657,1.5779,9.613,1.4645,
2002-07-24,116.33,0.5405,0.9945,8.2769,1.5745,1.5765,9.705,1.4561,
2002-07-25,116.87,0.5416,0.9997,8.277,1.5754,1.5725,9.739,1.4498,
2002-07-26,118.78,0.537,0.9882,8.2768,1.5635,1.588,9.759,1.4682,
2002-07-29,119.87,0.541,0.9779,8.2767,1.557,1.5725,9.7085,1.4893,
2002-07-30,119.9,0.5445,0.9879,8.2766,1.5725,1.5735,9.748,1.4749,
2002-07-31,119.77,0.5445,0.9796,8.2767,1.5625,1.5845,9.8,1.4833,
2002-08-01,119.1,0.5387,0.9843,8.2766,1.5578,1.5867,9.878,1.4703,
2002-08-02,118.98,0.5396,0.9882,8.2768,1.5709,1.5885,9.8475,1.4708,
2002-08-05,119.26,0.5292,0.9846,8.2767,1.5665,1.5963,9.7865,1.477,
2002-08-06,121.14,0.528,0.964,8.2768,1.5382,1.5935,9.75,1.513,
2002-08-07,120.37,0.5363,0.9738,8.2769,1.5354,1.5807,9.738,1.497,
2002-08-08,121.04,0.5331,0.9653,8.2767,1.5278,1.5818,9.7475,1.5146,
2002-08-09,120.15,0.5354,0.9714,8.2766,1.5235,1.5725,9.757,1.503,
2002-08-12,118.85,0.5392,0.9778,8.2768,1.5317,1.5739,9.843,1.4965,
2002-08-13,119.08,0.5381,0.9787,8.2767,1.531,1.5658,9.947,1.4952,
2002-08-14,116.53,0.5375,0.9867,8.2766,1.5442,1.5657,9.962,1.4813,
2002-08-15,117.28,0.5443,0.9816,8.2768,1.536,1.5583,9.922,1.4907,
2002-08-16,117.51,0.544,0.9836,8.2768,1.5372,1.5609,9.86,1.4915,
2002-08-19,118.53,0.5422,0.9775,8.2767,1.5272,1.5715,9.76,1.5015,
2002-08-20,118.84,0.5464,0.9779,8.2768,1.5266,1.5716,9.7875,1.5027,
2002-08-21,118.54,0.5444,0.9796,8.2766,1.5295,1.5586,9.7885,1.4999,
2002-08-22,119.85,0.5398,0.9697,8.2766,1.5192,1.5566,9.83,1.5188,
2002-08-23,119.53,0.5433,0.9726,8.2767,1.5215,1.5563,9.842,1.5128,
2002-08-26,119.54,0.5442,0.9731,8.2766,1.5236,1.5575,9.825,1.5125,
2002-08-27,118.31,0.5534,0.9814,8.2767,1.5305,1.5523,9.8495,1.4969,
2002-08-28,118.31,0.551,0.982,8.2768,1.5363,1.5599,9.9,1.4968,
2002-08-29,118.34,0.5517,0.9829,8.2767,1.5484,1.5598,9.9165,1.4941,
2002-08-30,118.76,0.5495,0.9806,8.2768,1.5476,1.5585,9.9185,1.5007,
2002-09-02,,,,,,,,,
2002-09-03,117.12,0.5465,0.9959,8.277,1.5625,1.5545,9.982,1.473,
2002-09-04,118.01,0.5443,0.9923,8.2771,1.5642,1.5663,10.015,1.4751,
2002-09-05,118.34,0.5419,0.9911,8.2772,1.566,1.5672,10.005,1.4733,
2002-09-06,118.48,0.5467,0.9843,8.277,1.5597,1.5637,9.9685,1.4825,
2002-09-09,118.85,0.5467,0.9817,8.277,1.5585,1.5662,9.965,1.4848,
2002-09-10,119.78,0.5468,0.9752,8.277,1.5544,1.5737,9.97,1.496,
2002-09-11,120.64,0.5476,0.9724,8.277,1.5492,1.577,9.9635,1.5067,
2002-09-12,120.68,0.5518,0.9761,8.2768,1.5549,1.5848,9.965,1.5042,
2002-09-13,121.5,0.5504,0.9743,8.2768,1.5585,1.5858,9.963,1.502,
2002-09-16,122.17,0.5487,0.9723,8.2768,1.544,1.583,9.9685,1.51,
2002-09-17,122.64,0.5474,0.9685,8.2769,1.5343,1.5791,9.955,1.5202,
2002-09-18,121.49,0.5485,0.9789,8.277,1.5525,1.5835,10.01,1.4982,
2002-09-19,121.48,0.551,0.9817,8.277,1.5545,1.5727,10.075,1.492,
2002-09-20,123.16,0.5464,0.9839,8.2769,1.5558,1.573,10.254,1.488,
2002-09-23,123.93,0.5447,0.9822,8.2771,1.5575,1.5845,10.35,1.491,
2002-09-24,123.38,0.5445,0.9815,8.2771,1.5565,1.5856,10.225,1.4918,
2002-09-25,122.72,0.5445,0.9797,8.2769,1.5625,1.5812,10.255,1.4933,
2002-09-26,122.59,0.5443,0.9755,8.2772,1.5563,1.5769,10.149,1.5029,
2002-09-27,122.86,0.544,0.9772,8.2773,1.5548,1.5777,10.165,1.5008,
2002-09-30,121.74,0.5429,0.9879,8.2774,1.57,1.5863,10.212,1.4758,
2002-10-01,122.73,0.5422,0.9859,8.2774,1.5708,1.5863,10.162,1.4793,
2002-10-02,123.21,0.5442,0.9842,8.2774,1.5655,1.5855,10.11,1.4836,
2002-10-03,123.04,0.5465,0.9871,8.2774,1.5704,1.5903,10.131,1.4794,
2002-10-04,123.02,0.5461,0.9821,8.2774,1.569,1.5943,10.186,1.4893,
2002-10-07,124.44,0.5497,0.9816,8.2774,1.5643,1.5922,10.216,1.49,
2002-10-08,124.26,0.547,0.9796,8.2774,1.5569,1.5935,10.163,1.4959,
2002-10-09,123.55,0.5485,0.9868,8.2772,1.5595,1.5933,10.2,1.4837,
2002-10-10,123.64,0.5473,0.9861,8.2771,1.5625,1.5916,10.222,1.4841,
2002-10-11,124.04,0.5485,0.9854,8.277,1.5605,1.5888,10.158,1.486,
2002-10-14,,,,,,,,,
2002-10-15,124.66,0.5467,0.981,8.2768,1.5542,1.5857,10.0675,1.4958,
2002-10-16,124.3,0.5487,0.9824,8.2768,1.5543,1.584,10.07,1.4924,
2002-10-17,124.8,0.55,0.9718,8.2768,1.5525,1.5725,10.0,1.5119,
2002-10-18,125.52,0.5498,0.9708,8.2768,1.5461,1.5723,9.99,1.514,
2002-10-21,124.71,0.553,0.9732,8.2769,1.5418,1.5682,9.947,1.511,
2002-10-22,125.09,0.5527,0.9782,8.2771,1.5463,1.568,9.9785,1.5015,
2002-10-23,124.17,0.5526,0.9772,8.277,1.5499,1.5685,10.017,1.5004,
2002-10-24,124.77,0.555,0.9742,8.2771,1.5478,1.561,9.947,1.5062,
2002-10-25,124.14,0.5545,0.9767,8.2773,1.5533,1.5676,9.975,1.5014,
2002-10-28,123.64,0.5585,0.9843,8.2774,1.5602,1.5607,10.014,1.4882,
2002-10-29,122.55,0.5561,0.9851,8.2773,1.5585,1.5632,10.15,1.487,
2002-10-30,122.91,0.5528,0.9835,8.2772,1.5568,1.5677,10.216,1.4893,
2002-10-31,122.78,0.5548,0.9881,8.2771,1.563,1.561,10.15,1.4805,
2002-11-01,122.16,0.5595,0.9971,8.2772,1.5638,1.558,10.2,1.4673,
2002-11-04,122.46,0.561,0.9953,8.2774,1.5545,1.5562,10.198,1.47,
2002-11-05,121.84,0.5615,0.9994,8.2771,1.5625,1.5563,10.212,1.4635,
2002-11-06,122.22,0.5615,0.9974,8.2771,1.559,1.5586,10.17,1.4663,
2002-11-07,121.26,0.566,1.0092,8.2771,1.5796,1.5528,10.25,1.4506,
2002-11-08,119.72,0.5658,1.0139,8.2771,1.5915,1.5644,10.32,1.4434,
2002-11-11,,,,,,,,,
2002-11-12,119.57,0.561,1.0105,8.2771,1.5879,1.5739,10.342,1.4465,
2002-11-13,120.28,0.5598,1.006,8.2771,1.585,1.5765,10.266,1.4577,
2002-11-14,120.45,0.5626,1.0034,8.2771,1.5788,1.5748,10.214,1.4615,
2002-11-15,120.37,0.5628,1.0082,8.2771,1.579,1.5815,10.25,1.4542,
2002-11-18,121.15,0.5635,1.0083,8.2771,1.579,1.5903,10.1725,1.4555,
2002-11-19,121.65,0.5583,1.0107,8.2771,1.588,1.5853,10.1715,1.4527,
2002-11-20,122.52,0.5595,1.0024,8.2771,1.575,1.584,10.145,1.4649,
2002-11-21,122.92,0.5622,0.9984,8.2771,1.5753,1.5783,10.092,1.4714,
2002-11-22,122.84,0.5638,0.9966,8.2774,1.5778,1.5804,10.124,1.4768,
2002-11-25,122.32,0.559,0.9937,8.2774,1.5667,1.5735,10.1145,1.4839,
2002-11-26,121.89,0.5597,0.9913,8.2771,1.5485,1.572,10.159,1.4878,
2002-11-27,122.21,0.5563,0.9895,8.2772,1.544,1.575,10.154,1.4895,
2002-11-28,,,,,,,,,
2002-11-29,122.72,0.5601,0.9932,8.2773,1.5553,1.5658,10.154,1.486,
2002-12-02,124.61,0.5591,0.9927,8.2773,1.5555,1.5595,10.1025,1.4845,
2002-12-03,124.42,0.5589,0.9968,8.2772,1.5687,1.5573,10.152,1.4767,
2002-12-04,124.84,0.5604,0.9999,8.2773,1.5682,1.5579,10.2225,1.4729,
2002-12-05,124.99,0.5614,0.9989,8.2771,1.5708,1.5612,10.263,1.4731,
2002-12-06,123.69,0.5603,1.0081,8.2773,1.573,1.566,10.268,1.4602,
2002-12-09,123.36,0.563,1.0088,8.2776,1.5785,1.5615,10.175,1.4595,
2002-12-10,123.66,0.5595,1.0073,8.2771,1.5699,1.5612,10.172,1.4628,
2002-12-11,123.46,0.5607,1.0083,8.2773,1.5744,1.5562,10.18,1.4621,
2002-12-12,122.75,0.5651,1.0189,8.2773,1.58,1.555,10.2025,1.449,
2002-12-13,120.71,0.5646,1.0226,8.2771,1.5896,1.5603,10.19,1.4421,
2002-12-16,121.28,0.566,1.021,8.2773,1.5905,1.5627,10.195,1.4448,
