,DEXJPUS,DEXUSAL,DEXUSEU,DEXCHUS,DEXUSUK,DEXCAUS,DEXMXUS,DEXSZUS,DTWEXBGS
2002-12-17,121.27,0.566,1.0267,8.2776,1.5963,1.551,10.2075,1.4323,
2002-12-18,121.12,0.565,1.0254,8.2774,1.6,1.5538,10.24,1.4296,
2002-12-19,120.86,0.565,1.0217,8.28,1.5986,1.5478,10.192,1.431,
2002-12-20,120.52,0.5618,1.0268,8.28,1.6015,1.5525,10.195,1.425,
2002-12-23,120.77,0.5613,1.0217,8.2775,1.587,1.5508,10.19,1.425,
2002-12-24,120.27,0.563,1.0305,8.2776,1.5958,1.5482,10.205,1.4097,
2002-12-25,,,,,,,,,
2002-12-26,120.12,0.5627,1.0358,8.2773,1.5978,1.5532,10.254,1.4039,
2002-12-27,119.92,0.5608,1.0411,8.2773,1.6022,1.5683,10.323,1.3954,
2002-12-30,118.38,0.5636,1.046,8.2773,1.6044,1.5792,10.3725,1.3922,
2002-12-31,118.75,0.5625,1.0485,8.28,1.6095,1.58,10.425,1.3833,
2003-01-01,,,,,,,,,
2003-01-02,119.86,0.5629,1.0361,8.28,1.5975,1.575,10.354,1.4015,
2003-01-03,119.85,0.5655,1.0418,8.2768,1.6045,1.5665,10.375,1.3975,
2003-01-06,119.06,0.5762,1.0469,8.28,1.608,1.5598,10.414,1.3928,
2003-01-07,120.18,0.5753,1.0419,8.2767,1.6055,1.559,10.321,1.3983,
2003-01-08,119.35,0.5749,1.0447,8.2766,1.6063,1.5613,10.368,1.3963,
2003-01-09,119.57,0.5765,1.0467,8.2766,1.6035,1.5541,10.415,1.3943,
2003-01-10,119.44,0.582,1.0535,8.2767,1.6079,1.5502,10.468,1.386,
2003-01-13,119.03,0.5833,1.0535,8.2768,1.603,1.5423,10.54,1.3868,
2003-01-14,117.96,0.5832,1.0571,8.28,1.607,1.5396,10.534,1.384,
2003-01-15,117.91,0.5848,1.0576,8.277,1.6029,1.5353,10.493,1.3829,
2003-01-16,118.02,0.587,1.0569,8.2771,1.6073,1.5366,10.51,1.3828,
2003-01-17,117.88,0.5909,1.066,8.2771,1.6173,1.5355,10.582,1.3678,
2003-01-20,,,,,,,,,
2003-01-21,118.57,0.5867,1.0677,8.2771,1.6123,1.5332,10.6825,1.3687,
2003-01-22,118.15,0.5862,1.0729,8.2771,1.6162,1.5324,10.8525,1.3629,
2003-01-23,117.83,0.5908,1.0767,8.2771,1.6233,1.524,10.779,1.358,
2003-01-24,117.8,0.5922,1.0825,8.2768,1.632,1.522,10.8375,1.3528,
2003-01-27,118.64,0.5896,1.0838,8.2768,1.6351,1.5246,10.8975,1.3554,
2003-01-28,118.67,0.5887,1.0833,8.2767,1.64,1.5359,10.898,1.356,
2003-01-29,118.13,0.5908,1.0861,8.2768,1.6457,1.5235,10.978,1.3512,
2003-01-30,119.22,0.5872,1.0776,8.28,1.6482,1.531,10.8675,1.3629,
2003-01-31,119.96,0.586,1.0739,8.2768,1.6448,1.5286,10.902,1.3683,
2003-02-03,120.47,0.5843,1.0761,8.2768,1.6405,1.5207,10.896,1.3631,
2003-02-04,119.75,0.5906,1.0875,8.28,1.648,1.5146,10.992,1.3493,
2003-02-05,119.78,0.5902,1.0842,8.28,1.6455,1.5195,10.865,1.354,
2003-02-06,119.93,0.591,1.0828,8.28,1.6354,1.5213,10.8675,1.3541,
2003-02-07,120.4,0.5903,1.0801,8.28,1.6284,1.5215,10.898,1.3584,
2003-02-10,121.25,0.5894,1.074,8.2773,1.6275,1.5315,10.986,1.366,
2003-02-11,121.19,0.5893,1.0747,8.2775,1.6193,1.5303,10.955,1.3653,
2003-02-12,121.3,0.59,1.0716,8.2778,1.6155,1.529,10.978,1.37,
2003-02-13,120.49,0.596,1.0834,8.2773,1.6209,1.5199,10.97,1.3559,
2003-02-14,120.41,0.5921,1.0799,8.2773,1.6105,1.5191,10.887,1.3618,
2003-02-17,,,,,,,,,
2003-02-18,118.93,0.5912,1.0708,8.2772,1.5921,1.515,10.774,1.3745,
2003-02-19,118.65,0.5943,1.0744,8.2775,1.5957,1.514,10.8385,1.3697,
2003-02-20,118.18,0.5985,1.0821,8.2776,1.5925,1.5047,10.9225,1.356,
2003-02-21,118.78,0.5972,1.0787,8.2776,1.5864,1.5052,10.9825,1.3618,
2003-02-24,117.78,0.6057,1.0783,8.2777,1.586,1.4944,10.984,1.3592,
2003-02-25,117.14,0.6053,1.0782,8.2778,1.5727,1.4928,11.064,1.3538,
2003-02-26,117.19,0.6075,1.0797,8.2774,1.5806,1.4939,11.038,1.355,
2003-02-27,117.58,0.6054,1.0763,8.2775,1.5798,1.4954,11.0225,1.3598,
2003-02-28,118.22,0.6075,1.0779,8.2775,1.5737,1.488,11.0285,1.3557,
2003-03-03,117.93,0.6136,1.0835,8.2775,1.5755,1.4853,10.994,1.3468,
2003-03-04,117.96,0.6137,1.0883,8.2774,1.582,1.4775,11.128,1.34,
2003-03-05,117.32,0.6161,1.0967,8.2775,1.6003,1.4727,11.2,1.3299,
2003-03-06,117.22,0.6142,1.0997,8.2776,1.6049,1.4714,11.235,1.3314,
2003-03-07,116.47,0.6137,1.1014,8.2774,1.602,1.4665,11.11,1.3338,
2003-03-10,116.55,0.6157,1.1062,8.2772,1.6007,1.4659,11.1066,1.3247,
2003-03-11,117.07,0.604,1.1028,8.277,1.6038,1.4725,11.005,1.3316,
2003-03-12,117.18,0.5959,1.1023,8.2771,1.6129,1.4728,10.905,1.3315,
2003-03-13,118.31,0.5941,1.087,8.2771,1.6057,1.4855,10.8385,1.349,
2003-03-14,118.59,0.5966,1.0725,8.2772,1.5821,1.4822,10.838,1.369,
2003-03-17,118.45,0.5922,1.0606,8.2772,1.5682,1.4835,10.865,1.3845,
2003-03-18,118.9,0.5927,1.0624,8.2772,1.5624,1.4788,10.795,1.3843,
2003-03-19,120.13,0.5913,1.059,8.2773,1.5648,1.4804,10.855,1.3903,
2003-03-20,120.05,0.5935,1.0613,8.2773,1.567,1.4788,10.865,1.387,
2003-03-21,121.42,0.5905,1.0545,8.2773,1.566,1.4905,10.7575,1.4,
2003-03-24,120.69,0.5947,1.0644,8.2774,1.5748,1.4805,10.823,1.3847,
2003-03-25,120.03,0.5968,1.0673,8.2771,1.5707,1.477,10.7175,1.3805,
2003-03-26,120.13,0.5972,1.0677,8.2775,1.5742,1.4711,10.769,1.3827,
2003-03-27,119.78,0.6,1.0708,8.2772,1.5676,1.4673,10.762,1.3807,
2003-03-28,120.18,0.6003,1.0762,8.2771,1.5673,1.468,10.661,1.3724,
2003-03-31,118.07,0.6045,1.09,8.2774,1.579,1.4695,10.782,1.3538,
2003-04-01,118.25,0.6045,1.0904,8.2773,1.5767,1.4729,10.732,1.3537,
2003-04-02,119.17,0.5997,1.0765,8.277,1.5659,1.4762,10.673,1.3794,
2003-04-03,119.55,0.5996,1.0736,8.2771,1.5718,1.476,10.666,1.3809,
2003-04-04,120.05,0.601,1.0711,8.2771,1.5597,1.472,10.679,1.3875,
2003-04-07,120.41,0.597,1.0621,8.2772,1.55,1.4843,10.684,1.3995,
2003-04-08,119.91,0.6004,1.0684,8.2773,1.5507,1.4677,10.737,1.3905,
2003-04-09,120.55,0.6032,1.0722,8.2774,1.5562,1.4678,10.77,1.3858,
2003-04-10,119.58,0.6061,1.0803,8.2773,1.5719,1.457,10.755,1.3846,
2003-04-11,120.47,0.6047,1.0751,8.2772,1.5713,1.4519,10.7075,1.3933,
2003-04-14,120.3,0.6031,1.0773,8.2774,1.5713,1.4533,10.615,1.3895,
2003-04-15,120.2,0.6056,1.0801,8.2773,1.5705,1.4515,10.65,1.3912,
2003-04-16,120.04,0.6115,1.0872,8.2773,1.574,1.4563,10.625,1.3785,
2003-04-17,119.3,0.6147,1.0907,8.2771,1.5748,1.449,10.545,1.377,
2003-04-18,119.72,0.6144,1.0882,8.277,1.5733,1.45,10.55,1.381,
2003-04-21,120.55,0.614,1.0857,8.2769,1.5592,1.4547,10.543,1.3901,
2003-04-22,119.68,0.6212,1.0966,8.277,1.5768,1.4473,10.559,1.3708,
2003-04-23,120.33,0.6173,1.0949,8.2772,1.5815,1.4512,10.515,1.3759,
2003-04-24,119.83,0.6205,1.1039,8.2772,1.5971,1.4579,10.435,1.359,
2003-04-25,120.25,0.6152,1.104,8.277,1.5915,1.4535,10.437,1.3612,
2003-04-28,120.34,0.6192,1.0999,8.277,1.5906,1.4504,10.433,1.3695,
2003-04-29,120.14,0.62,1.101,8.277,1.5904,1.446,10.333,1.3688,
2003-04-30,119.07,0.6262,1.118,8.2771,1.6,1.4336,10.308,1.3545,
2003-05-01,118.56,0.6318,1.1238,8.2771,1.6103,1.4191,10.25,1.342,
2003-05-02,119.1,0.6298,1.12,8.2771,1.602,1.4221,10.195,1.348,
2003-05-05,118.64,0.6343,1.1271,8.2771,1.606,1.4134,10.195,1.344,
2003-05-06,117.94,0.6383,1.1354,8.277,1.614,1.4085,10.256,1.3331,
2003-05-07,116.51,0.6362,1.134,8.2769,1.593,1.401,10.218,1.3264,
2003-05-08,116.65,0.6424,1.1453,8.2768,1.6034,1.395,10.1785,1.3172,
2003-05-09,117.2,0.6448,1.1498,8.2768,1.6045,1.393,10.113,1.3114,
2003-05-12,116.94,0.6482,1.1557,8.277,1.6095,1.3885,10.188,1.3107,
2003-05-13,116.56,0.6458,1.1499,8.277,1.6092,1.3898,10.146,1.3168,
2003-05-14,116.16,0.6474,1.1498,8.2769,1.6163,1.3786,10.139,1.3157,
2003-05-15,115.94,0.6425,1.1457,8.2768,1.6262,1.3757,10.284,1.3151,
2003-05-16,116.01,0.6502,1.1542,8.277,1.6241,1.3672,10.36,1.3102,
2003-05-19,116.58,0.656,1.1686,8.2768,1.6352,1.3604,10.347,1.2945,
2003-05-20,116.77,0.6572,1.1685,8.2768,1.6393,1.3446,10.251,1.294,
2003-05-21,117.23,0.6563,1.1707,8.2769,1.6415,1.3498,10.2685,1.2903,
2003-05-22,117.25,0.6585,1.17,8.2768,1.6346,1.3679,10.244,1.294,
2003-05-23,116.89,0.6575,1.1786,8.2769,1.6376,1.3783,10.235,1.293,
2003-05-26,,,,,,,,,
2003-05-27,117.12,0.6585,1.1853,8.2768,1.64,1.3754,10.354,1.2851,
2003-05-28,118.73,0.6479,1.1742,8.277,1.635,1.3867,10.424,1.299,
2003-05-29,118.45,0.6477,1.1835,8.277,1.6484,1.3769,10.322,1.2898,
2003-05-30,119.5,0.6513,1.1766,8.2768,1.6393,1.3712,10.34,1.3022,
2003-06-02,118.52,0.6564,1.1744,8.2768,1.6372,1.3696,10.244,1.2973,
2003-06-03,119.27,0.6599,1.1702,8.2769,1.6278,1.3768,10.27,1.3127,
2003-06-04,118.6,0.6657,1.1708,8.277,1.6333,1.3575,10.3875,1.3129,
2003-06-05,117.61,0.6674,1.187,8.277,1.6597,1.3404,10.56,1.2973,
2003-06-06,118.83,0.6591,1.1695,8.277,1.6622,1.354,10.5075,1.3233,
2003-06-09,118.11,0.6583,1.1743,8.2773,1.6452,1.3585,10.739,1.3131,
2003-06-10,117.68,0.6565,1.1686,8.2768,1.6523,1.3649,10.735,1.3192,
2003-06-11,117.69,0.6642,1.1764,8.277,1.6675,1.3523,10.6175,1.306,
2003-06-12,117.66,0.6652,1.1767,8.2772,1.6682,1.3492,10.5598,1.3104,
2003-06-13,117.46,0.6671,1.183,8.2768,1.6676,1.3362,10.6,1.3047,
2003-06-16,117.79,0.6676,1.1843,8.2769,1.6815,1.3397,10.475,1.3009,
2003-06-17,118.2,0.6717,1.1812,8.2768,1.684,1.3393,10.4875,1.3051,
2003-06-18,118.4,0.6729,1.171,8.2768,1.6798,1.3348,10.598,1.3205,
2003-06-19,118.74,0.6696,1.1678,8.277,1.674,1.3508,10.48,1.3246,
2003-06-20,118.39,0.6675,1.1616,8.2772,1.6644,1.359,10.468,1.329,
2003-06-23,117.55,0.6643,1.1548,8.2773,1.6682,1.3561,10.4745,1.3268,
2003-06-24,117.96,0.6622,1.1498,8.2774,1.6607,1.3614,10.532,1.331,
2003-06-25,117.54,0.6723,1.1592,8.2775,1.6787,1.3428,10.4815,1.3257,
2003-06-26,119.32,0.6651,1.1429,8.2775,1.664,1.3542,10.458,1.3479,
2003-06-27,119.72,0.6655,1.1423,8.2774,1.6492,1.3494,10.43,1.3508,
2003-06-30,119.87,0.6713,1.1502,8.2776,1.6529,1.3558,10.455,1.3519,
2003-07-01,119.45,0.676,1.158,8.2775,1.6626,1.3492,10.455,1.3412,
2003-07-02,118.63,0.6809,1.1524,8.2775,1.6646,1.3368,10.475,1.3474,
2003-07-03,118.24,0.6823,1.1503,8.2776,1.6718,1.3368,10.435,1.3465,
2003-07-04,,,,,,,,,
2003-07-07,118.08,0.6806,1.1341,8.2773,1.6515,1.3486,10.4223,1.3681,
2003-07-08,118.58,0.657,1.1265,8.2774,1.6326,1.3702,10.525,1.3765,
2003-07-09,117.85,0.6545,1.1311,8.2776,1.6306,1.3748,10.488,1.3665,
2003-07-10,117.69,0.6587,1.139,8.2774,1.6326,1.3822,10.463,1.3609,
2003-07-11,117.8,0.6607,1.1304,8.2772,1.6323,1.3762,10.4325,1.3724,
2003-07-14,117.54,0.66,1.1298,8.2771,1.6238,1.3739,10.385,1.3722,
2003-07-15,117.24,0.6518,1.1233,8.2772,1.5986,1.3927,10.43,1.3818,
2003-07-16,118.24,0.6565,1.1209,8.277,1.5952,1.3874,10.392,1.376,
2003-07-17,118.87,0.6517,1.1164,8.2771,1.5893,1.3973,10.339,1.3772,
2003-07-18,118.4,0.6454,1.1239,8.277,1.5867,1.4114,10.38,1.3673,
2003-07-21,118.35,0.6518,1.1346,8.2768,1.601,1.4052,10.424,1.3551,
2003-07-22,119.34,0.6505,1.1325,8.277,1.5978,1.4106,10.4375,1.3623,
2003-07-23,118.77,0.6597,1.1484,8.2771,1.609,1.399,10.53,1.346,
2003-07-24,119.25,0.6648,1.1441,8.2772,1.611,1.3964,10.528,1.3517,
2003-07-25,118.82,0.6642,1.1513,8.2776,1.6198,1.3813,10.52,1.343,
2003-07-28,119.42,0.6639,1.1497,8.2775,1.6272,1.3827,10.47,1.3456,
2003-07-29,119.78,0.6653,1.1466,8.2776,1.6225,1.3857,10.4845,1.3497,
2003-07-30,120.55,0.6525,1.1367,8.2773,1.6167,1.4002,10.477,1.3642,
2003-07-31,120.42,0.6474,1.1231,8.2774,1.609,1.4074,10.585,1.3736,
2003-08-01,120.0,0.6538,1.1252,8.2772,1.6045,1.396,10.59,1.3668,
2003-08-04,120.47,0.6472,1.1337,8.2775,1.608,1.4065,10.599,1.3505,
2003-08-05,119.95,0.6466,1.1349,8.2775,1.6085,1.4045,10.7,1.352,
2003-08-06,120.33,0.6465,1.1357,8.2773,1.6081,1.406,10.709,1.3491,
2003-08-07,118.91,0.651,1.139,8.2774,1.617,1.3933,10.6775,1.3475,
2003-08-08,119.02,0.6535,1.1321,8.2772,1.608,1.3935,10.67,1.3573,
2003-08-11,118.36,0.6586,1.1349,8.2773,1.6068,1.384,10.713,1.359,
2003-08-12,118.53,0.6568,1.1304,8.277,1.6028,1.3852,10.7335,1.366,
2003-08-13,119.07,0.6572,1.1317,8.2771,1.6082,1.3836,10.763,1.366,
2003-08-14,119.14,0.6562,1.1249,8.277,1.6,1.3937,10.705,1.3717,
2003-08-15,119.24,0.6583,1.1255,8.2768,1.5958,1.3873,10.729,1.3724,
2003-08-18,119.43,0.6562,1.1138,8.2768,1.5891,1.3913,10.732,1.3928,
2003-08-19,119.26,0.6563,1.1117,8.2767,1.5872,1.401,10.8015,1.3922,
2003-08-20,118.23,0.6593,1.1104,8.2768,1.5922,1.4028,10.837,1.3904,
2003-08-21,117.58,0.6535,1.0976,8.2766,1.5845,1.4067,10.86,1.4058,
2003-08-22,117.58,0.6506,1.0871,8.2766,1.5755,1.41,10.862,1.4181,
2003-08-25,117.43,0.6513,1.0892,8.2768,1.5728,1.3985,10.884,1.4141,
2003-08-26,117.49,0.6455,1.0893,8.2768,1.5732,1.3933,10.912,1.409,
2003-08-27,117.74,0.6406,1.0906,8.277,1.5746,1.4022,10.929,1.4099,
2003-08-28,117.44,0.639,1.0896,8.2772,1.577,1.3973,10.977,1.4125,
2003-08-29,116.71,0.649,1.0986,8.2772,1.5773,1.385,11.06,1.4005,
2003-09-01,,,,,,,,,
2003-09-02,116.15,0.6402,1.0872,8.2771,1.574,1.3876,11.028,1.4125,
2003-09-03,116.04,0.6405,1.0845,8.2768,1.5732,1.3816,10.948,1.4133,
2003-09-04,116.77,0.6395,1.0899,8.277,1.5785,1.3735,10.858,1.4125,
2003-09-05,117.06,0.6468,1.1073,8.277,1.5891,1.3714,10.86,1.389,
2003-09-08,116.48,0.6502,1.1124,8.277,1.5858,1.371,10.913,1.3842,
2003-09-09,116.33,0.658,1.119,8.277,1.5909,1.3668,11.0275,1.3825,
2003-09-10,117.13,0.6575,1.1195,8.277,1.5897,1.3659,10.9595,1.3875,
2003-09-11,117.07,0.6595,1.1186,8.2772,1.5937,1.3709,10.98,1.3865,
2003-09-12,117.38,0.6638,1.1307,8.2772,1.6062,1.363,10.985,1.3764,
2003-09-15,117.41,0.6665,1.1304,8.2774,1.6018,1.366,10.9745,1.378,
2003-09-16,116.27,0.6618,1.1166,8.2774,1.5871,1.369,10.89,1.3941,
2003-09-17,115.99,0.6642,1.1239,8.2775,1.6044,1.3667,10.915,1.3827,
2003-09-18,115.27,0.6659,1.124,8.2775,1.6155,1.3644,10.905,1.3843,
2003-09-19,113.99,0.6727,1.1346,8.2773,1.6315,1.3469,10.8975,1.371,
2003-09-22,111.95,0.681,1.1468,8.2773,1.6472,1.3474,10.855,1.3548,
2003-09-23,111.65,0.6789,1.1487,8.2773,1.656,1.3561,10.771,1.3532,
2003-09-24,111.7,0.6784,1.1472,8.277,1.6558,1.3543,10.802,1.3547,
2003-09-25,111.86,0.6796,1.1484,8.2771,1.6587,1.3477,10.831,1.3463,
2003-09-26,111.8,0.6745,1.1482,8.2773,1.6597,1.3547,10.9375,1.344,
2003-09-29,111.07,0.6745,1.1578,8.277,1.6642,1.3552,11.04,1.3312,
2003-09-30,111.43,0.6797,1.165,8.2771,1.662,1.3507,11.0025,1.3208,
2003-10-01,110.61,0.683,1.1708,8.2771,1.6667,1.3481,10.969,1.3148,
2003-10-02,110.59,0.6846,1.1717,8.2771,1.675,1.3388,11.1575,1.314,
2003-10-03,110.9,0.6814,1.1596,8.277,1.663,1.3418,11.245,1.3353,
2003-10-06,110.81,0.6848,1.1706,8.277,1.6742,1.3413,11.215,1.3215,
2003-10-07,109.81,0.6908,1.1784,8.277,1.6628,1.3295,11.3175,1.314,
2003-10-08,109.55,0.6903,1.1805,8.277,1.6598,1.3332,11.262,1.3127,
2003-10-09,109.34,0.688,1.1695,8.277,1.6609,1.3401,11.24,1.3239,
2003-10-10,108.57,0.6916,1.1812,8.277,1.6654,1.321,11.175,1.3112,
2003-10-13,,,,,,,,,
2003-10-14,109.29,0.6889,1.1724,8.2767,1.6737,1.3234,11.237,1.32,
2003-10-15,109.56,0.6898,1.1652,8.2767,1.6698,1.3243,11.198,1.3285,
2003-10-16,109.36,0.6912,1.1665,8.2776,1.676,1.3162,11.255,1.3278,
2003-10-17,109.57,0.6918,1.163,8.2766,1.6721,1.3145,11.253,1.3347,
2003-10-20,110.22,0.6935,1.1671,8.2766,1.6749,1.32,11.175,1.3303,
2003-10-21,109.69,0.6996,1.1676,8.2765,1.6746,1.316,11.1475,1.3296,
2003-10-22,108.95,0.7067,1.1805,8.2766,1.6935,1.3043,11.246,1.3142,
2003-10-23,109.59,0.6999,1.1795,8.2766,1.6943,1.3087,11.188,1.3124,
2003-10-24,109.23,0.7009,1.1833,8.2768,1.6972,1.3072,11.177,1.3067,
2003-10-27,108.38,0.7038,1.1762,8.2767,1.6952,1.3107,11.1195,1.3159,
2003-10-28,108.33,0.7051,1.1689,8.2766,1.6956,1.3108,11.067,1.3287,
2003-10-29,108.18,0.7047,1.1673,8.2766,1.6988,1.3098,11.15,1.3293,
2003-10-30,108.27,0.7075,1.1694,8.2767,1.7025,1.3069,11.103,1.325,
2003-10-31,110.1,0.7077,1.1609,8.2766,1.6956,1.3195,11.055,1.3382,
2003-11-03,111.2,0.6986,1.1454,8.2766,1.6786,1.3323,10.986,1.3607,
2003-11-04,109.6,0.7017,1.1497,8.2767,1.6802,1.3321,10.993,1.3593,
2003-11-05,109.91,0.71,1.1473,8.2767,1.678,1.3312,11.0015,1.3653,
2003-11-06,110.15,0.7075,1.1417,8.2769,1.6693,1.3362,10.9955,1.3737,
2003-11-07,109.29,0.7092,1.1505,8.277,1.6708,1.3237,10.9785,1.3635,
2003-11-10,107.98,0.7167,1.1515,8.277,1.6737,1.3108,11.015,1.3662,
2003-11-11,,,,,,,,,
2003-11-12,108.55,0.718,1.1647,8.277,1.677,1.3007,11.065,1.3473,
2003-11-13,108.33,0.7196,1.1711,8.277,1.688,1.3,11.17,1.3425,
2003-11-14,108.43,0.7179,1.1743,8.277,1.6841,1.3034,11.1425,1.3333,
2003-11-17,108.98,0.7105,1.1744,8.2769,1.6885,1.3143,11.18,1.3245,
2003-11-18,108.11,0.7212,1.1893,8.2767,1.6998,1.3025,11.1675,1.3055,
2003-11-19,109.06,0.7229,1.1909,8.2767,1.6982,1.304,11.1975,1.3032,
2003-11-20,108.99,0.7238,1.1895,8.2769,1.7024,1.3031,11.1875,1.302,
2003-11-21,108.87,0.7227,1.1913,8.277,1.7025,1.3042,11.2035,1.2985,
2003-11-24,109.39,0.7176,1.1768,8.2771,1.695,1.321,11.3125,1.3198,
2003-11-25,109.72,0.7186,1.1785,8.277,1.6983,1.3135,11.337,1.3172,
2003-11-26,109.11,0.7237,1.1918,8.2772,1.709,1.3045,11.3625,1.299,
2003-11-27,,,,,,,,,
2003-11-28,109.53,0.7236,1.1995,8.277,1.7219,1.2973,11.395,1.2917,
2003-12-01,109.61,0.7265,1.1956,8.2772,1.7209,1.3023,11.4063,1.3003,
2003-12-02,108.82,0.7318,1.2084,8.2772,1.7291,1.2988,11.36,1.2875,
2003-12-03,108.17,0.7358,1.2093,8.2771,1.7248,1.3,11.259,1.2888,
2003-12-04,108.19,0.7336,1.2077,8.277,1.72,1.3125,11.229,1.2906,
2003-12-05,107.78,0.7358,1.2157,8.2769,1.727,1.3045,11.205,1.2755,
2003-12-08,107.23,0.7402,1.2217,8.2771,1.7334,1.2967,11.24,1.2663,
2003-12-09,107.3,0.7398,1.2229,8.2771,1.743,1.3092,11.1725,1.2664,
2003-12-10,108.4,0.7398,1.2215,8.277,1.7446,1.3078,11.226,1.2657,
2003-12-11,108.23,0.7355,1.2164,8.2771,1.7445,1.3272,11.173,1.2758,
2003-12-12,107.73,0.7425,1.2284,8.2771,1.7466,1.315,11.24,1.2628,
2003-12-15,107.52,0.7429,1.229,8.2772,1.745,1.3129,11.294,1.2635,
2003-12-16,107.6,0.7436,1.2328,8.2771,1.751,1.3185,11.292,1.2595,
2003-12-17,107.42,0.7408,1.2381,8.2769,1.7615,1.325,11.27,1.2553,
2003-12-18,107.92,0.7374,1.2376,8.2765,1.7673,1.3295,11.208,1.2555,
2003-12-19,107.94,0.7365,1.238,8.277,1.7675,1.3405,11.2325,1.2565,
2003-12-22,107.4,0.734,1.2415,8.2769,1.7635,1.332,11.271,1.254,
2003-12-23,107.44,0.7361,1.2406,8.2769,1.765,1.3244,11.275,1.2583,
2003-12-24,107.29,0.743,1.2464,8.277,1.7748,1.3109,11.2763,1.2466,
2003-12-25,,,,,,,,,
2003-12-26,107.18,0.7415,1.2441,8.2768,1.7725,1.3067,11.227,1.2523,
2003-12-29,106.93,0.7422,1.2485,8.2769,1.7705,1.3103,11.235,1.2493,
2003-12-30,107.0,0.7482,1.2521,8.2767,1.7786,1.3036,11.199,1.2452,
2003-12-31,107.13,0.752,1.2597,8.2767,1.7842,1.2923,11.242,1.238,
2004-01-01,,,,,,,,,
2004-01-02,106.95,0.7576,1.2592,8.2769,1.7902,1.29,11.095,1.239,
2004-01-05,106.1,0.7682,1.2679,8.277,1.8085,1.2803,11.0011,1.2322,
2004-01-06,106.2,0.7702,1.2773,8.2771,1.8245,1.2824,10.968,1.2272,
2004-01-07,106.19,0.7685,1.2665,8.2772,1.8193,1.2884,10.914,1.2385,
2004-01-08,106.17,0.7755,1.2772,8.2772,1.8338,1.279,10.88,1.2253,
2004-01-09,106.54,0.7777,1.2853,8.277,1.8472,1.269,10.845,1.219,
2004-01-12,106.48,0.7788,1.2802,8.277,1.8511,1.2735,10.805,1.2225,
2004-01-13,106.25,0.7772,1.2735,8.2768,1.8432,1.2729,10.842,1.2262,
2004-01-14,106.06,0.7779,1.2726,8.2768,1.8409,1.2866,10.82,1.2268,
2004-01-15,106.1,0.7702,1.2588,8.2767,1.8205,1.299,10.857,1.2422,
2004-01-16,106.87,0.7663,1.2395,8.2767,1.7996,1.2975,10.833,1.2659,
2004-01-19,,,,,,,,,
2004-01-20,107.17,0.7691,1.2584,8.277,1.8187,1.2861,10.855,1.2468,
2004-01-21,106.84,0.7733,1.2617,8.2771,1.8295,1.3018,10.94,1.2426,
2004-01-22,106.08,0.7791,1.2717,8.2771,1.8446,1.297,11.001,1.2338,
2004-01-23,106.21,0.7714,1.261,8.2771,1.8203,1.3115,10.93,1.243,
2004-01-26,106.15,0.773,1.2552,8.2771,1.82,1.313,10.934,1.2484,
2004-01-27,105.56,0.7805,1.2643,8.2771,1.8277,1.3048,10.88,1.2389,
2004-01-28,105.52,0.7788,1.262,8.2771,1.837,1.3218,10.897,1.243,
2004-01-29,106.09,0.7585,1.2389,8.277,1.8112,1.334,11.0973,1.2621,
2004-01-30,105.84,0.7625,1.2452,8.2768,1.8215,1.3265,11.012,1.2593,
2004-02-02,105.59,0.7566,1.2426,8.277,1.8182,1.3385,10.97,1.2628,
2004-02-03,105.36,0.7651,1.2561,8.2772,1.838,1.3374,11.084,1.2478,
2004-02-04,105.53,0.7624,1.2552,8.2772,1.8335,1.333,11.048,1.2497,
2004-02-05,105.52,0.7655,1.2606,8.2773,1.8378,1.3318,11.245,1.2443,
2004-02-06,105.57,0.7679,1.2694,8.2773,1.8459,1.3297,11.131,1.2343,
2004-02-09,105.68,0.776,1.2672,8.2773,1.858,1.3304,11.1105,1.2373,
2004-02-10,105.55,0.7814,1.2727,8.2772,1.8697,1.3289,11.1,1.2331,
2004-02-11,105.37,0.786,1.2815,8.2771,1.885,1.3178,11.0011,1.2293,
2004-02-12,105.42,0.7887,1.2807,8.2772,1.891,1.3188,10.9685,1.2305,
2004-02-13,105.6,0.7875,1.2751,8.277,1.883,1.3148,10.965,1.2372,
2004-02-16,,,,,,,,,
2004-02-17,105.8,0.7979,1.2848,8.277,1.9045,1.3108,10.939,1.2269,
2004-02-18,106.37,0.793,1.2812,8.277,1.9023,1.3182,10.9095,1.2299,
2004-02-19,107.09,0.7912,1.2685,8.2771,1.8921,1.3283,10.978,1.2426,
2004-02-20,108.83,0.774,1.2563,8.2772,1.8668,1.3442,10.9415,1.2572,
2004-02-23,108.22,0.7743,1.2569,8.2772,1.8686,1.3363,10.949,1.2555,
2004-02-24,108.11,0.7808,1.2692,8.2771,1.8901,1.3283,11.053,1.2401,
2004-02-25,108.99,0.7722,1.2503,8.277,1.8757,1.337,11.075,1.2587,
2004-02-26,109.59,0.7703,1.2444,8.2771,1.8609,1.3433,11.0765,1.2662,
2004-02-27,109.26,0.7717,1.2441,8.2769,1.8575,1.3405,11.062,1.268,
2004-03-01,108.93,0.7725,1.2431,8.2768,1.868,1.3395,10.9725,1.2703,
2004-03-02,110.27,0.761,1.2212,8.2768,1.8386,1.3437,10.962,1.2963,
2004-03-03,110.25,0.7424,1.2088,8.2768,1.8192,1.348,11.0475,1.3038,
