,DEXJPUS,DEXUSAL,DEXUSEU,DEXCHUS
2013-07-30,98.02,0.906,1.3266,6.1315
2013-07-31,98.35,0.8957,1.3282,6.1284
2013-08-01,99.3,0.8919,1.3217,6.1302
2013-08-02,99.04,0.8901,1.3268,6.1293
2013-08-05,98.54,0.8914,1.3257,6.1245
2013-08-06,97.85,0.8972,1.3296,6.1215
2013-08-07,96.72,0.9014,1.3329,6.119
2013-08-08,96.03,0.9111,1.3392,6.1207
2013-08-09,96.24,0.9187,1.3338,6.1217
2013-08-12,96.44,0.9177,1.3312,6.1218
2013-08-13,98.06,0.9093,1.3247,6.1217
2013-08-14,98.15,0.914,1.3256,6.1191
2013-08-15,97.81,0.9105,1.3263,6.1123
2013-08-16,97.6,0.9193,1.3321,6.1145
2013-08-19,97.94,0.9132,1.3348,6.1227
2013-08-20,97.12,0.9094,1.3426,6.1241
2013-08-21,97.66,0.9013,1.3368,6.1229
2013-08-22,98.53,0.9026,1.3362,6.1206
2013-08-23,98.57,0.9038,1.3392,6.12
2013-08-26,98.64,0.9039,1.3369,6.1202
2013-08-27,97.3,0.8964,1.3387,6.1212
2013-08-28,97.65,0.8949,1.3326,6.1202
2013-08-29,98.46,0.8924,1.3228,6.1203
2013-08-30,98.22,0.8901,1.3196,6.1193
2013-09-02,,,,
2013-09-03,99.43,0.9055,1.3164,6.1204
2013-09-04,99.61,0.9187,1.3212,6.1199
2013-09-05,100.08,0.9132,1.312,6.1194
2013-09-06,99.04,0.9205,1.3166,6.1202
2013-09-09,99.55,0.9233,1.326,6.1209
2013-09-10,100.22,0.9289,1.326,6.1195
2013-09-11,100.08,0.9312,1.3301,6.1183
2013-09-12,99.24,0.9271,1.3315,6.1178
2013-09-13,99.38,0.9243,1.3276,6.1186
2013-09-16,98.98,0.9331,1.335,6.1198
2013-09-17,99.16,0.9364,1.3357,6.1213
2013-09-18,99.04,0.9344,1.3351,6.121
2013-09-19,99.33,0.9444,1.3527,6.121
2013-09-20,99.38,0.9397,1.3522,6.121
2013-09-23,98.76,0.9444,1.352,6.1201
2013-09-24,98.76,0.9404,1.349,6.1208
2013-09-25,98.62,0.9386,1.3536,6.119
2013-09-26,98.95,0.9354,1.3484,6.1194
2013-09-27,98.3,0.9324,1.3537,6.1179
2013-09-30,98.29,0.9342,1.3535,6.12
2013-10-01,98.05,0.9387,1.3534,6.12
2013-10-02,97.36,0.9366,1.3592,6.12
2013-10-03,97.08,0.9382,1.3642,6.12
2013-10-04,97.2,0.9443,1.3582,6.12
2013-10-07,97.02,0.9436,1.3569,6.12
2013-10-08,96.94,0.9449,1.3582,6.1206
2013-10-09,97.23,0.9434,1.3513,6.1209
2013-10-10,98.09,0.9466,1.3535,6.1156
2013-10-11,98.42,0.9473,1.3559,6.1204
2013-10-14,,,,
2013-10-15,98.58,0.9523,1.3494,6.1026
2013-10-16,98.9,0.9529,1.349,6.0996
2013-10-17,97.85,0.9642,1.3664,6.098
2013-10-18,97.77,0.9671,1.3693,6.0966
2013-10-21,98.14,0.9662,1.3672,6.0924
2013-10-22,98.18,0.9705,1.3778,6.0925
2013-10-23,97.28,0.9632,1.3786,6.0833
2013-10-24,97.36,0.9601,1.381,6.0815
2013-10-25,97.46,0.9578,1.3794,6.0838
2013-10-28,97.7,0.9569,1.3786,6.0853
2013-10-29,98.09,0.9498,1.377,6.0897
2013-10-30,98.14,0.9491,1.3771,6.0936
2013-10-31,98.1,0.9471,1.3594,6.0943
2013-11-01,98.78,0.9438,1.3488,6.0993
2013-11-04,98.62,0.951,1.3516,6.098
2013-11-05,98.6,0.9487,1.347,6.0966
2013-11-06,98.6,0.9518,1.353,6.0925
2013-11-07,98.56,0.9469,1.339,6.0906
2013-11-08,99.03,0.9381,1.3357,6.0903
2013-11-11,,,,
2013-11-12,99.65,0.929,1.3428,6.0917
2013-11-13,99.31,0.9324,1.3456,6.0926
2013-11-14,99.93,0.9321,1.3468,6.092
2013-11-15,100.17,0.9365,1.348,6.092
2013-11-18,100.04,0.94,1.352,6.0918
2013-11-19,100.14,0.9412,1.3529,6.0924
2013-11-20,100.02,0.9369,1.3451,6.0925
2013-11-21,100.95,0.9249,1.347,6.0914
2013-11-22,101.29,0.9163,1.3547,6.0935
2013-11-25,101.7,0.9148,1.3502,6.0916
2013-11-26,101.38,0.912,1.3555,6.0925
2013-11-27,102.18,0.9072,1.3563,6.0922
2013-11-28,,,,
2013-11-29,102.45,0.9125,1.3606,6.0922
2013-12-02,103.04,0.9098,1.3552,6.0927
2013-12-03,102.36,0.9123,1.3604,6.0914
2013-12-04,102.48,0.9009,1.3555,6.0913
2013-12-05,101.82,0.9069,1.3664,6.0903
2013-12-06,102.88,0.9091,1.369,6.0815
2013-12-09,103.22,0.9084,1.3726,6.0643
2013-12-10,102.8,0.915,1.3765,6.0705
2013-12-11,102.38,0.9066,1.3798,6.0712
2013-12-12,103.11,0.8925,1.3752,6.071
2013-12-13,103.28,0.8961,1.3724,6.071
2013-12-16,102.91,0.8969,1.3757,6.0713
2013-12-17,102.63,0.8903,1.3748,6.0707
2013-12-18,103.18,0.8884,1.3766,6.0713
2013-12-19,104.16,0.8858,1.3666,6.0711
2013-12-20,104.07,0.8918,1.3673,6.0711
2013-12-23,104.06,0.894,1.3701,6.0697
2013-12-24,104.26,0.892,1.3676,6.0712
2013-12-25,,,,
2013-12-26,104.72,0.8885,1.369,6.0744
2013-12-27,105.05,0.8886,1.3766,6.0684
2013-12-30,105.0,0.8922,1.3816,6.0617
2013-12-31,105.25,0.8929,1.3779,6.0537
2014-01-01,,,,
2014-01-02,104.84,0.8924,1.367,6.0504
2014-01-03,104.46,0.8976,1.3606,6.0505
2014-01-06,104.38,0.8961,1.3636,6.0524
2014-01-07,104.54,0.8923,1.3618,6.0507
2014-01-08,104.87,0.8909,1.3586,6.051
2014-01-09,104.74,0.8886,1.3591,6.054
2014-01-10,104.06,0.8985,1.3664,6.0519
2014-01-13,103.31,0.9053,1.3647,6.0432
2014-01-14,103.8,0.898,1.3682,6.0402
2014-01-15,104.42,0.8925,1.3604,6.0459
2014-01-16,104.32,0.8802,1.36,6.0555
2014-01-17,104.32,0.8778,1.3554,6.05
2014-01-20,,,,
2014-01-21,104.14,0.8801,1.356,6.0503
2014-01-22,104.36,0.8839,1.3546,6.0508
2014-01-23,103.65,0.8774,1.368,6.0515
2014-01-24,102.41,0.8715,1.368,6.0486
2014-01-27,102.26,0.8735,1.3679,6.0478
2014-01-28,102.8,0.877,1.3662,6.0506
2014-01-29,102.2,0.8763,1.3663,6.0554
2014-01-30,102.83,0.8771,1.3549,6.06
2014-01-31,102.28,0.8743,1.35,6.059
2014-02-03,101.11,0.8777,1.3523,6.06
2014-02-04,101.62,0.8935,1.3507,6.06
2014-02-05,101.38,0.8911,1.3519,6.06
2014-02-06,101.84,0.8967,1.3604,6.06
2014-02-07,102.32,0.8959,1.3614,6.0629
2014-02-10,102.14,0.8944,1.3644,6.0591
2014-02-11,102.63,0.9045,1.3654,6.0601
2014-02-12,102.48,0.9028,1.3592,6.0614
2014-02-13,102.2,0.8979,1.3669,6.0631
2014-02-14,101.82,0.9023,1.369,6.0666
2014-02-17,,,,
2014-02-18,102.31,0.9039,1.3758,6.0671
2014-02-19,102.3,0.9027,1.3762,6.0762
2014-02-20,102.32,0.8981,1.369,6.0832
2014-02-21,102.71,0.8961,1.3722,6.0912
2014-02-24,102.44,0.9042,1.3744,6.0982
2014-02-25,102.2,0.9025,1.3749,6.1243
2014-02-26,102.36,0.8962,1.3668,6.1243
2014-02-27,102.12,0.896,1.3724,6.1279
2014-02-28,102.08,0.8933,1.3806,6.1448
2014-03-03,101.36,0.8929,1.3763,6.146
2014-03-04,102.18,0.894,1.3731,6.143
2014-03-05,102.32,0.8984,1.3734,6.128
2014-03-06,103.03,0.91,1.3848,6.1183
2014-03-07,103.38,0.9071,1.3868,6.1258
2014-03-10,103.23,0.9021,1.388,6.1383
2014-03-11,103.18,0.902,1.3867,6.1397
2014-03-12,102.74,0.8972,1.3904,6.1448
2014-03-13,102.12,0.9058,1.3927,6.1359
2014-03-14,101.46,0.904,1.3924,6.15
2014-03-17,101.62,0.9092,1.3927,6.1779
2014-03-18,101.37,0.9134,1.3913,6.1918
2014-03-19,101.54,0.9103,1.391,6.1934
2014-03-20,102.39,0.9042,1.3784,6.2273
2014-03-21,102.38,0.909,1.3783,6.2248
2014-03-24,102.21,0.9126,1.3784,6.1956
2014-03-25,102.32,0.9147,1.3777,6.201
2014-03-26,102.3,0.9225,1.3786,6.2084
2014-03-27,102.1,0.9262,1.3752,6.2123
2014-03-28,102.92,0.9239,1.3753,6.2117
2014-03-31,102.98,0.9275,1.3777,6.2164
2014-04-01,103.52,0.9252,1.3804,6.2064
2014-04-02,103.82,0.9236,1.3761,6.2054
2014-04-03,103.94,0.9219,1.3708,6.2102
2014-04-04,103.39,0.9292,1.3704,6.2118
2014-04-07,103.04,0.9265,1.3745,6.2118
2014-04-08,102.12,0.9356,1.3802,6.1966
2014-04-09,101.85,0.9368,1.3816,6.2003
2014-04-10,101.43,0.9424,1.3892,6.2123
2014-04-11,101.56,0.9401,1.3898,6.2111
2014-04-14,101.81,0.9409,1.3824,6.2186
2014-04-15,101.6,0.9342,1.3806,6.2215
2014-04-16,102.3,0.938,1.382,6.2204
2014-04-17,102.22,0.9339,1.3832,6.2188
2014-04-18,102.43,0.933,1.3816,6.224
2014-04-21,102.56,0.9337,1.379,6.2269
2014-04-22,102.6,0.9365,1.3804,6.2373
2014-04-23,102.26,0.9283,1.3814,6.2374
2014-04-24,102.34,0.9257,1.3828,6.2484
2014-04-25,102.12,0.9272,1.3838,6.2534
2014-04-28,102.46,0.9254,1.3844,6.252
2014-04-29,102.57,0.9266,1.3808,6.2578
2014-04-30,102.14,0.9282,1.387,6.2591
2014-05-01,102.3,0.9275,1.3867,6.2591
2014-05-02,102.34,0.9257,1.3864,6.2591
2014-05-05,102.06,0.9276,1.3884,6.2453
2014-05-06,101.57,0.936,1.3924,6.2255
2014-05-07,101.72,0.9336,1.3917,6.2349
2014-05-08,101.66,0.9382,1.3864,6.2272
2014-05-09,101.74,0.9358,1.3763,6.227
2014-05-12,102.1,0.9364,1.376,6.2364
2014-05-13,102.2,0.9369,1.3711,6.2283
2014-05-14,101.75,0.9379,1.3718,6.2282
2014-05-15,101.44,0.9346,1.3712,6.2291
2014-05-16,101.5,0.9367,1.3708,6.2327
2014-05-19,101.26,0.9343,1.3716,6.2368
2014-05-20,101.26,0.9259,1.3702,6.2377
2014-05-21,101.44,0.9215,1.3657,6.2335
2014-05-22,101.76,0.9222,1.3652,6.2348
2014-05-23,101.88,0.9235,1.3628,6.2363
2014-05-26,,,,
2014-05-27,102.14,0.924,1.3618,6.2471
2014-05-28,101.78,0.9227,1.3596,6.2535
2014-05-29,101.58,0.9289,1.3608,6.2375
2014-05-30,101.77,0.9298,1.364,6.2471
2014-06-02,102.3,0.925,1.3606,6.2471
2014-06-03,102.42,0.9255,1.3624,6.2536
2014-06-04,102.69,0.9269,1.3619,6.2494
2014-06-05,102.44,0.9321,1.3618,6.2548
2014-06-06,102.5,0.9328,1.3639,6.2498
2014-06-09,102.52,0.9347,1.3589,6.2397
2014-06-10,102.37,0.9365,1.3543,6.224
2014-06-11,101.94,0.9391,1.3532,6.2277
2014-06-12,101.83,0.943,1.3556,6.2175
2014-06-13,102.06,0.9396,1.3522,6.209
2014-06-16,101.82,0.94,1.3578,6.225
2014-06-17,102.18,0.934,1.3543,6.2263
2014-06-18,102.16,0.934,1.3567,6.2309
2014-06-19,101.84,0.9406,1.362,6.2287
2014-06-20,102.14,0.9387,1.3586,6.224
2014-06-23,101.9,0.9417,1.3593,6.225
2014-06-24,102.13,0.938,1.3588,6.2308
2014-06-25,101.75,0.9398,1.3638,6.2343
2014-06-26,101.66,0.9405,1.361,6.2235
2014-06-27,101.39,0.9413,1.3631,6.218
2014-06-30,101.28,0.9427,1.369,6.2036
2014-07-01,101.51,0.9488,1.3681,6.1995
2014-07-02,101.76,0.9444,1.3656,6.2101
2014-07-03,102.19,0.9358,1.361,6.2115
2014-07-04,,,,
2014-07-07,101.84,0.9371,1.3604,6.2036
2014-07-08,101.53,0.94,1.3614,6.201
2014-07-09,101.7,0.9396,1.363,6.1994
2014-07-10,101.26,0.9387,1.36,6.2023
2014-07-11,101.33,0.9383,1.3598,6.2034
2014-07-14,101.58,0.9392,1.362,6.2059
2014-07-15,101.62,0.9366,1.3573,6.2075
2014-07-16,101.69,0.9362,1.353,6.2035
2014-07-17,101.3,0.9372,1.353,6.2033
2014-07-18,101.37,0.9386,1.3515,6.2075
2014-07-21,101.34,0.9377,1.3524,6.2088
2014-07-22,101.54,0.9388,1.347,6.2025
2014-07-23,101.5,0.945,1.3462,6.1982
2014-07-24,101.82,0.9419,1.3468,6.1944
2014-07-25,101.81,0.9404,1.3431,6.1913
2014-07-28,101.82,0.941,1.344,6.187
2014-07-29,102.12,0.9378,1.341,6.18
2014-07-30,102.9,0.9315,1.3378,6.1712
2014-07-31,102.75,0.9301,1.339,6.1737
2014-08-01,102.45,0.9304,1.3436,6.1793
2014-08-04,102.47,0.9328,1.3414,6.178
2014-08-05,102.77,0.9301,1.3366,6.1705
2014-08-06,102.34,0.9327,1.3355,6.1625
2014-08-07,102.06,0.9283,1.3362,6.1618
2014-08-08,101.91,0.9277,1.3412,6.1557
2014-08-11,102.14,0.9263,1.3385,6.1528
2014-08-12,102.22,0.927,1.3357,6.1575
2014-08-13,102.48,0.9302,1.3367,6.1531
2014-08-14,102.44,0.9322,1.3376,6.1575
2014-08-15,102.19,0.9306,1.3392,6.147
2014-08-18,102.54,0.933,1.3358,6.1425
2014-08-19,102.86,0.9311,1.332,6.1425
2014-08-20,103.36,0.9306,1.3284,6.1395
2014-08-21,103.78,0.9302,1.3284,6.151
2014-08-22,103.97,0.9309,1.3237,6.151
2014-08-25,103.96,0.9296,1.3206,6.154
2014-08-26,104.12,0.932,1.3189,6.1522
2014-08-27,103.98,0.9335,1.3192,6.143
2014-08-28,103.78,0.9352,1.3178,6.1423
2014-08-29,104.0,0.9344,1.315,6.143
2014-09-01,,,,
2014-09-02,105.1,0.9276,1.3124,6.148
2014-09-03,104.88,0.9341,1.3136,6.1408
2014-09-04,105.22,0.9361,1.2926,6.1383
2014-09-05,104.94,0.9376,1.2956,6.14
2014-09-08,105.65,0.93,1.2948,6.14
2014-09-09,106.32,0.9207,1.2909,6.1362
2014-09-10,106.76,0.9153,1.2908,6.1284
2014-09-11,106.87,0.9115,1.2936,6.1295
2014-09-12,107.24,0.9047,1.2955,6.1344
2014-09-15,107.18,0.9027,1.2951,6.1415
2014-09-16,106.91,0.9096,1.2976,6.1459
2014-09-17,107.58,0.9028,1.2958,6.1385
2014-09-18,108.69,0.8984,1.2913,6.14
2014-09-19,108.96,0.8935,1.2835,6.1403
2014-09-22,108.88,0.8876,1.2829,6.14
2014-09-23,108.82,0.8853,1.2858,6.1368
2014-09-24,108.92,0.887,1.2788,6.1346
2014-09-25,108.7,0.8796,1.2748,6.1355
2014-09-26,109.32,0.8761,1.2686,6.1266
2014-09-29,109.34,0.8738,1.2703,6.1495
2014-09-30,109.66,0.8737,1.2628,6.138
2014-10-01,109.3,0.8734,1.2618,6.138
2014-10-02,108.1,0.8793,1.267,6.138
2014-10-03,109.7,0.8675,1.2517,6.1385
2014-10-06,109.08,0.8747,1.2592,6.1385
2014-10-07,108.3,0.8808,1.2626,6.1385
2014-10-08,108.41,0.8751,1.2683,6.1385
2014-10-09,108.0,0.8778,1.2683,6.1299
2014-10-10,107.83,0.8719,1.2636,6.1308
2014-10-13,,,,
2014-10-14,107.15,0.8727,1.266,6.125
2014-10-15,106.06,0.8794,1.2778,6.1249
2014-10-16,105.98,0.8766,1.2812,6.123
2014-10-17,106.72,0.8761,1.2755,6.1238
2014-10-20,106.87,0.8786,1.2783,6.1233
2014-10-21,106.7,0.8797,1.2724,6.1205
2014-10-22,107.32,0.8793,1.2658,6.118
2014-10-23,108.16,0.8773,1.2658,6.119
2014-10-24,108.06,0.8812,1.2675,6.1168
2014-10-27,107.71,0.8799,1.2712,6.116
2014-10-28,108.0,0.8848,1.2747,6.113
2014-10-29,108.1,0.8904,1.2762,6.1107
2014-10-30,108.94,0.8825,1.2622,6.114
2014-10-31,112.09,0.8791,1.253,6.1124
2014-11-03,113.92,0.8701,1.2487,6.1178
2014-11-04,113.44,0.8729,1.2554,6.115
2014-11-05,114.62,0.8592,1.2488,6.1135
2014-11-06,114.87,0.858,1.2414,6.1117
2014-11-07,114.73,0.862,1.2422,6.1225
2014-11-10,114.78,0.8625,1.2425,6.119
2014-11-11,,,,
2014-11-12,115.42,0.8735,1.2456,6.1257
2014-11-13,115.63,0.873,1.2476,6.1243
2014-11-14,116.52,0.8737,1.2494,6.129
2014-11-17,116.44,0.8718,1.2447,6.1242
2014-11-18,116.76,0.8726,1.2534,6.1208
2014-11-19,117.7,0.8623,1.2548,6.119
2014-11-20,118.14,0.861,1.2526,6.123
2014-11-21,117.74,0.8674,1.2394,6.1244
2014-11-24,118.39,0.8615,1.2427,6.1412
2014-11-25,117.99,0.852,1.2472,6.1355
2014-11-26,117.6,0.8534,1.2503,6.1386
2014-11-27,,,,
2014-11-28,118.7,0.8524,1.2438,6.1429
2014-12-01,118.14,0.8521,1.249,6.1515
2014-12-02,119.1,0.8457,1.239,6.149
2014-12-03,119.82,0.8417,1.2304,6.1499
2014-12-04,119.67,0.8405,1.2432,6.1541
2014-12-05,121.38,0.833,1.2304,6.1497
2014-12-08,120.89,0.8296,1.2292,6.1725
2014-12-09,118.87,0.8341,1.2415,6.1855
2014-12-10,118.5,0.8305,1.2425,6.1763
2014-12-11,119.4,0.8265,1.2397,6.1881
2014-12-12,118.22,0.8268,1.2484,6.1864
2014-12-15,117.75,0.8232,1.247,6.19
2014-12-16,117.28,0.822,1.2504,6.189
2014-12-17,117.64,0.8173,1.2406,6.1957
2014-12-18,118.84,0.8168,1.2291,6.2139
2014-12-19,119.56,0.8128,1.2235,6.2196
2014-12-22,119.84,0.8141,1.2252,6.2213
2014-12-23,120.68,0.8097,1.218,6.2256
2014-12-24,120.45,0.8109,1.2188,6.2148
2014-12-25,,,,
2014-12-26,,,,
2014-12-29,120.57,0.8146,1.2179,6.2222
2014-12-30,119.34,0.8199,1.2174,6.2015
2014-12-31,119.85,0.8173,1.2101,6.2046
2015-01-01,,,,
2015-01-02,120.2,0.8118,1.2015,6.2046
2015-01-05,119.64,0.8095,1.1918,6.2201
2015-01-06,118.26,0.8118,1.1936,6.2125
2015-01-07,119.52,0.8049,1.182,6.2127
2015-01-08,119.51,0.8126,1.1811,6.2143
2015-01-09,118.66,0.8191,1.183,6.2085
2015-01-12,118.32,0.8165,1.1832,6.2027
2015-01-13,118.16,0.8164,1.1779,6.197
2015-01-14,116.78,0.8163,1.1806,6.1957
2015-01-15,116.95,0.8212,1.1598,6.187
2015-01-16,117.45,0.8194,1.1517,6.2065
2015-01-19,,,,
2015-01-20,118.48,0.8177,1.1559,6.2137
2015-01-21,117.86,0.8101,1.1584,6.2112
2015-01-22,117.92,0.8099,1.1414,6.2085
2015-01-23,117.8,0.7935,1.1279,6.2279
2015-01-26,118.38,0.7934,1.129,6.2535
2015-01-27,117.62,0.7939,1.137,6.243
2015-01-28,117.74,0.7973,1.1342,6.2475
2015-01-29,118.31,0.7758,1.1308,6.2463
2015-01-30,117.44,0.7762,1.129,6.2495
2015-02-02,117.33,0.7818,1.1337,6.2594
2015-02-03,117.48,0.7737,1.1462,6.2573
2015-02-04,117.58,0.7761,1.1418,6.2472
2015-02-05,117.4,0.7803,1.1432,6.2516
2015-02-06,119.16,0.7807,1.133,6.2417
2015-02-09,118.7,0.7813,1.1316,6.2467
2015-02-10,119.32,0.7781,1.1316,6.2405
2015-02-11,120.38,0.7713,1.13,6.2422
2015-02-12,118.72,0.7763,1.141,6.244
2015-02-13,118.7,0.7772,1.1408,6.2399
2015-02-16,,,,
2015-02-17,118.99,0.7816,1.1395,6.2546
2015-02-18,119.19,0.7778,1.1342,6.2546
2015-02-19,118.84,0.781,1.1392,6.2546
2015-02-20,118.68,0.7833,1.1372,6.2546
2015-02-23,118.88,0.7807,1.1346,6.2546
2015-02-24,119.13,0.7808,1.1307,6.2546
2015-02-25,118.88,0.7898,1.1363,6.2591
2015-02-26,119.36,0.7816,1.1212,6.2584
2015-02-27,119.72,0.781,1.1197,6.2695
2015-03-02,120.06,0.778,1.119,6.272
2015-03-03,119.47,0.784,1.1212,6.2741
2015-03-04,119.76,0.7821,1.107,6.2701
2015-03-05,120.22,0.7763,1.1006,6.2658
2015-03-06,120.93,0.7712,1.0855,6.262
2015-03-09,121.17,0.7716,1.0846,6.2635
2015-03-10,121.2,0.7637,1.0707,6.2615
2015-03-11,121.5,0.7582,1.0576,6.2613
2015-03-12,121.28,0.7705,1.0615,6.2614
2015-03-13,121.17,0.7631,1.0524,6.2585
2015-03-16,121.3,0.7656,1.0575,6.262
2015-03-17,121.28,0.7615,1.0605,6.249
2015-03-18,120.92,0.7653,1.0643,6.2289
2015-03-19,120.9,0.7618,1.0621,6.1955
2015-03-20,120.28,0.7759,1.0792,6.2037
2015-03-23,119.74,0.7848,1.0928,6.2135
2015-03-24,119.9,0.7869,1.0908,6.2046
2015-03-25,119.37,0.7856,1.0986,6.2116
2015-03-26,119.01,0.7836,1.0919,6.2103
2015-03-27,119.15,0.7754,1.0891,6.2145
2015-03-30,120.11,0.7645,1.0818,6.2065
2015-03-31,119.96,0.7625,1.0741,6.199
2015-04-01,119.62,0.7615,1.0768,6.1976
2015-04-02,119.74,0.7566,1.0874,6.1968
2015-04-03,118.96,0.7645,1.099,6.193
2015-04-06,119.05,0.7657,1.1008,6.193
2015-04-07,120.36,0.7646,1.085,6.1955
2015-04-08,119.96,0.7715,1.0818,6.202
2015-04-09,120.32,0.7706,1.0671,6.205
2015-04-10,120.29,0.7674,1.0598,6.2082
2015-04-13,120.32,0.7579,1.0582,6.2152
2015-04-14,119.26,0.7638,1.0672,6.2113
2015-04-15,119.23,0.761,1.0596,6.2037
2015-04-16,119.18,0.7796,1.0742,6.1947
2015-04-17,119.02,0.7776,1.078,6.1976
2015-04-20,119.27,0.7727,1.0763,6.2014
2015-04-21,119.45,0.7741,1.0758,6.201
2015-04-22,119.9,0.7771,1.0729,6.1927
2015-04-23,119.69,0.7782,1.0803,6.1975
2015-04-24,118.98,0.7825,1.0876,6.193
2015-04-27,119.12,0.7859,1.0892,6.2185
2015-04-28,118.8,0.8017,1.0979,6.2035
2015-04-29,118.83,0.8065,1.1174,6.1989
2015-04-30,119.86,0.7867,1.1162,6.2018
2015-05-01,120.21,0.7813,1.1194,6.2018
2015-05-04,120.25,0.7839,1.1145,6.2085
2015-05-05,119.87,0.7941,1.1174,6.2058
2015-05-06,119.42,0.8005,1.1345,6.2001
2015-05-07,119.74,0.7914,1.1283,6.2063
2015-05-08,119.78,0.7914,1.1241,6.2084
2015-05-11,120.05,0.7899,1.1142,6.2086
2015-05-12,119.8,0.7989,1.124,6.2086
2015-05-13,119.09,0.8118,1.1372,6.2043
2015-05-14,119.2,0.8082,1.1368,6.2013
2015-05-15,119.36,0.8053,1.1428,6.2051
2015-05-18,119.82,0.8001,1.1354,6.2041
2015-05-19,120.58,0.7918,1.1151,6.2064
2015-05-20,121.28,0.7877,1.1079,6.2036
2015-05-21,121.06,0.7888,1.1126,6.1958
2015-05-22,121.45,0.7828,1.1033,6.1972
2015-05-25,,,,
2015-05-26,123.08,0.7738,1.0876,6.2038
2015-05-27,123.76,0.7712,1.0888,6.2011
2015-05-28,124.18,0.7631,1.0914,6.2002
2015-05-29,123.98,0.7659,1.0994,6.198
2015-06-01,124.64,0.7613,1.0913,6.1985
2015-06-02,124.19,0.7748,1.113,6.198
2015-06-03,124.06,0.7803,1.1285,6.1976
2015-06-04,124.56,0.7673,1.1271,6.2006
2015-06-05,125.58,0.7622,1.1108,6.2024
2015-06-08,125.08,0.765,1.1232,6.2053
2015-06-09,124.16,0.7685,1.1284,6.2047
2015-06-10,122.72,0.7749,1.1307,6.2055
2015-06-11,123.62,0.7726,1.1236,6.2065
2015-06-12,123.23,0.7742,1.1278,6.2081
2015-06-15,123.38,0.7767,1.1266,6.208
2015-06-16,123.39,0.7753,1.1238,6.2085
2015-06-17,124.25,0.7667,1.1244,6.2086
2015-06-18,122.87,0.7831,1.1404,6.2075
2015-06-19,122.7,0.7758,1.1335,6.2085
2015-06-22,123.28,0.7745,1.1378,6.2085
2015-06-23,123.71,0.7739,1.119,6.2066
2015-06-24,124.24,0.7689,1.1178,6.2061
2015-06-25,123.63,0.7741,1.1196,6.2084
2015-06-26,123.92,0.765,1.1156,6.208
2015-06-29,122.5,0.7677,1.118,6.2085
2015-06-30,122.1,0.7704,1.1154,6.2
2015-07-01,123.02,0.7664,1.1084,6.2008
2015-07-02,123.14,0.763,1.109,6.2044
2015-07-03,,,,
2015-07-06,122.53,0.7521,1.1076,6.2089
2015-07-07,122.16,0.7435,1.0952,6.2097
2015-07-08,120.54,0.7445,1.1072,6.2087
2015-07-09,121.22,0.7438,1.1025,6.2086
2015-07-10,122.75,0.7427,1.115,6.2092
2015-07-13,123.35,0.7407,1.102,6.2081
2015-07-14,123.39,0.745,1.1015,6.2088
2015-07-15,123.89,0.7366,1.0965,6.2082
2015-07-16,124.04,0.743,1.0898,6.2094
2015-07-17,124.0,0.7371,1.0848,6.2085
2015-07-20,124.24,0.738,1.085,6.2095
2015-07-21,123.93,0.7429,1.0927,6.2095
2015-07-22,124.08,0.7368,1.0884,6.2093
2015-07-23,123.88,0.7375,1.0976,6.2091
2015-07-24,123.74,0.7279,1.0976,6.2095
2015-07-27,123.24,0.7304,1.1112,6.2091
2015-07-28,123.52,0.7325,1.1055,6.2084
2015-07-29,123.86,0.7307,1.1026,6.2089
2015-07-30,124.38,0.7278,1.0914,6.2096
2015-07-31,123.94,0.7332,1.1028,6.2097
2015-08-03,123.98,0.7277,1.0962,6.2087
2015-08-04,124.0,0.7419,1.0953,6.2086
2015-08-05,124.84,0.7346,1.0868,6.2096
2015-08-06,124.6,0.7343,1.0922,6.2096
2015-08-07,124.27,0.7393,1.0958,6.2087
2015-08-10,124.55,0.7404,1.0994,6.2094
2015-08-11,124.9,0.7288,1.1042,6.3232
2015-08-12,123.87,0.7375,1.1198,6.3845
2015-08-13,124.32,0.7361,1.1144,6.3982
2015-08-14,124.27,0.7376,1.111,6.3908
2015-08-17,124.33,0.7386,1.1078,6.3937
2015-08-18,124.39,0.7334,1.1028,6.3928
2015-08-19,124.1,0.7316,1.1061,6.3956
2015-08-20,123.54,0.7357,1.12,6.3875
2015-08-21,122.11,0.7343,1.1356,6.3887
2015-08-24,118.56,0.7202,1.158,6.4029
2015-08-25,119.91,0.7183,1.141,6.4122
2015-08-26,119.07,0.7087,1.139,6.4083
2015-08-27,120.89,0.7179,1.1239,6.4053
2015-08-28,121.32,0.7129,1.1172,6.389
2015-08-31,121.26,0.71,1.1194,6.376
2015-09-01,119.94,0.7036,1.1263,6.363
2015-09-02,120.0,0.7011,1.1242,6.3544
2015-09-03,120.2,0.7025,1.1104,6.3549
2015-09-04,119.05,0.6917,1.1117,6.3549
2015-09-07,,,,
2015-09-08,119.72,0.7023,1.1182,6.3657
2015-09-09,120.94,0.7024,1.1165,6.3768
2015-09-10,120.71,0.7086,1.1262,6.377
2015-09-11,120.66,0.7074,1.1338,6.3735
2015-09-14,119.92,0.7137,1.1307,6.3664
2015-09-15,120.3,0.7092,1.126,6.3685
2015-09-16,120.62,0.7186,1.1304,6.3694
2015-09-17,120.9,0.7147,1.1312,6.3645
